[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.01886279 0.21552293 0.7656143 ],[8.49476547e-02 4.46817688e-05 7.75666309e-05],[2.40268251e-01 1.26379127e-04 2.19391563e-04]
[0.04594313 0.01168687 0.94236994],[7.02509157e-02 9.37511038e-07 7.66054507e-07],[1.98699596e-01 2.65168165e-06 2.16672935e-06]
[0.00825415 0.0092885  0.98245734],[5.98201351e-02 1.09663314e-07 1.16816001e-07],[1.69196893e-01 3.10174692e-07 3.30405547e-07]
[0.02114602 0.02054684 0.9583072 ],[6.77078218e-02 4.32689747e-07 4.63073977e-07],[1.91506640e-01 1.22383142e-06 1.30977100e-06]
[0.02605753 0.29769328 0.6762492 ],[5.63659721e-02 3.86685205e-05 3.24827024e-04],[1.59427044e-01 1.09371092e-04 9.18749565e-04]
[0.03198734 0.12650631 0.8415063 ],[0.00923426 0.00026702 0.02128567],[0.02611844 0.00075525 0.06020496]
[0.02029549 0.00814199 0.97156256],[6.18385550e-02 1.54770701e-07 1.48735410e-07],[1.74905846e-01 4.37757649e-07 4.20687267e-07]
[0.92720526 0.01386222 0.05893249],[2.22654032e-06 2.09873584e-05 5.41121470e-02],[6.29760702e-06 5.93612136e-05 1.53052264e-01]
[0.33651695 0.03179035 0.63169277],[8.19977792e-02 8.38392428e-05 4.12617985e-05],[2.31924743e-01 2.37133189e-04 1.16705990e-04]
[0.02930019 0.05723309 0.91346663],[6.90093286e-02 2.88217011e-06 8.03694018e-06],[1.95187857e-01 8.15200812e-06 2.27318996e-05]
[0.01238622 0.08593416 0.9016796 ],[6.76779091e-02 1.17273196e-06 2.58119463e-06],[1.91422034e-01 3.31698690e-06 7.30072092e-06]
[0.00657737 0.02020573 0.9732169 ],[5.92927504e-02 1.14336141e-07 1.03994796e-07],[1.67705223e-01 3.23391442e-07 2.94141701e-07]
[0.01482539 0.00946492 0.97570974],[6.13945319e-02 1.49661943e-07 1.40771217e-07],[1.73649959e-01 4.23307898e-07 3.98161129e-07]
[0.0089002  0.02858423 0.96251553],[6.76837232e-02 5.24130698e-07 6.68755403e-07],[1.91438479e-01 1.48246548e-06 1.89152592e-06]
[0.01423876 0.00524039 0.98052084],[5.54657803e-02 2.46672174e-06 4.58495292e-07],[1.56880918e-01 6.97694269e-06 1.29682052e-06]
[0.03193107 0.11214634 0.8559226 ],[4.93393598e-02 3.55432730e-06 4.96730173e-05],[1.39552784e-01 1.00531557e-05 1.40496509e-04]
[0.01438092 0.84123445 0.14438462],[7.73617799e-06 3.56196424e-02 2.64519317e-04],[2.18812157e-05 1.00747563e-01 7.48173610e-04]
[0.01083384 0.00932177 0.97984445],[6.05608273e-02 1.16067581e-07 1.17087508e-07],[1.71291887e-01 3.28288696e-07 3.31173484e-07]
[0.01257225 0.02019796 0.9672298 ],[6.06066175e-02 5.44797310e-07 1.80335302e-06],[1.71421401e-01 1.54091949e-06 5.10065260e-06]
[0.05170355 0.0784074  0.869889  ],[5.14250650e-02 3.47292646e-05 3.85587941e-04],[1.45452049e-01 9.82291941e-05 1.09060739e-03]
[0.02243252 0.01006624 0.9675012 ],[6.20676948e-02 1.52921686e-07 1.51190657e-07],[1.75553952e-01 4.32527845e-07 4.27631755e-07]
[0.06651395 0.04072093 0.89276516],[6.91601880e-02 1.09615200e-05 3.74625118e-06],[1.95614552e-01 3.10038606e-05 1.05959985e-05]
[0.00285001 0.01523933 0.98191065],[5.89372044e-02 9.95749766e-08 1.11396476e-07],[1.66699588e-01 2.81640565e-07 3.15076815e-07]
[0.01035372 0.02194971 0.96769655],[6.22914484e-02 2.76674332e-07 4.62133916e-07],[1.76186822e-01 7.82553184e-07 1.30711210e-06]
[0.03115102 0.05422048 0.91462845],[7.66056152e-02 3.38106146e-06 2.64096410e-06],[2.16673400e-01 9.56308595e-06 7.46977449e-06]
[0.01137926 0.01742407 0.97119665],[6.38683852e-02 3.16143932e-07 4.53989034e-07],[1.80647073e-01 8.94190073e-07 1.28407490e-06]
[0.06631517 0.18827827 0.74540657],[2.76674252e-02 6.25133321e-05 2.34526004e-03],[0.0782553  0.00017681 0.0066334 ]
[0.15735999 0.03914589 0.8034942 ],[5.66030516e-02 2.12151747e-04 2.47976504e-05],[1.60097606e-01 6.00055755e-04 7.01383471e-05]
[0.01470275 0.01850312 0.96679413],[6.55731226e-02 2.86719479e-07 3.02189239e-07],[1.85468799e-01 8.10965151e-07 8.54720240e-07]
[0.00617208 0.01565134 0.97817665],[6.22730327e-02 1.79260877e-07 1.65003610e-07],[1.76134735e-01 5.07026326e-07 4.66700685e-07]
[0.834431   0.01590214 0.14966682],[0.00011101 0.00842536 0.014257  ],[0.00031397 0.02383053 0.0403249 ]
[0.25146088 0.02929131 0.7192479 ],[0.04817876 0.00131109 0.0001187 ],[0.13627012 0.00370832 0.00033572]
[0.04553097 0.25465786 0.6998111 ],[5.31045887e-02 1.62565223e-05 1.73457701e-04],[1.50202459e-01 4.59803888e-05 4.90612465e-04]
[0.01581417 0.01823334 0.9659524 ],[6.25784802e-02 1.78007175e-07 1.98391829e-07],[1.76998671e-01 5.03480321e-07 5.61136829e-07]
[0.05293909 0.01327694 0.93378395],[6.64297317e-02 5.17294130e-07 4.19081406e-07],[1.87891655e-01 1.46312875e-06 1.18534121e-06]
[0.02500124 0.01227272 0.962726  ],[6.01159150e-02 2.07341969e-07 1.47422583e-07],[1.70033485e-01 5.86451648e-07 4.16974034e-07]
[0.10626283 0.05243087 0.8413063 ],[6.09313360e-02 2.65998286e-05 4.36443506e-06],[1.72339843e-01 7.52356768e-05 1.23444865e-05]
[0.04730235 0.07542617 0.8772714 ],[7.49368169e-02 1.78270077e-06 2.05005409e-06],[2.11953326e-01 5.04223921e-06 5.79842861e-06]
[0.0567965  0.30234638 0.64085704],[0.0085548  0.00149753 0.05309877],[0.02419663 0.00423565 0.15018599]
[0.44964197 0.00975601 0.54060197],[1.58873318e-02 5.57979874e-03 6.87852864e-05],[0.04493616 0.01578205 0.00019455]
[0.00401804 0.00462631 0.9913556 ],[6.06197632e-02 1.48026503e-07 1.31082719e-07],[1.71458583e-01 4.18682175e-07 3.70757918e-07]
[0.1229669  0.03876601 0.838267  ],[6.85089684e-02 2.18292552e-05 9.27200741e-05],[1.93772624e-01 6.17424574e-05 2.62251973e-04]
[0.01662263 0.3021701  0.68120724],[2.48024344e-02 7.05900760e-05 3.03969600e-03],[0.07015188 0.00019966 0.00859756]
[0.01234543 0.7700839  0.21757066],[7.48764018e-05 1.82136910e-02 4.91523843e-03],[0.00021178 0.0515161  0.01390239]
[0.27846086 0.01854831 0.7029909 ],[0.01210813 0.01023945 0.00011254],[0.03424696 0.02896153 0.00031832]
[0.20198542 0.04982334 0.74819124],[4.46288083e-02 1.25900396e-03 9.23865844e-05],[0.12622933 0.003561   0.00026131]
[0.0128869  0.01721062 0.96990246],[6.40327762e-02 2.20312201e-07 2.35055235e-07],[1.81112041e-01 6.23137007e-07 6.64836602e-07]
[0.05237738 0.17496125 0.7726614 ],[5.31051911e-02 8.86052883e-05 8.13593309e-04],[0.15020416 0.00025061 0.00230119]
[0.05140713 0.01159932 0.93699354],[6.36095026e-02 3.05975976e-06 1.01159244e-06],[1.79914843e-01 8.65430750e-06 2.86121551e-06]
[0.029819   0.17783624 0.79234475],[6.07594025e-02 2.04648658e-05 1.37207797e-04],[1.71853542e-01 5.78833815e-05 3.88082256e-04]
[0.03142922 0.0722916  0.89627916],[6.25794156e-02 3.47363105e-06 1.00740377e-06],[1.77001317e-01 9.82491227e-06 2.84936816e-06]
[0.144696   0.05503386 0.8002702 ],[8.10670539e-02 3.65768757e-05 1.93313755e-05],[2.29292254e-01 1.03455027e-04 5.46773869e-05]
[0.29663834 0.08638735 0.6169743 ],[0.08679286 0.00386903 0.00704227],[0.24548728 0.01094328 0.01991856]
[0.0027088  0.9536652  0.04362601],[2.91682435e-07 5.81115419e-02 8.77682888e-07],[8.25002512e-07 1.64364261e-01 2.48246209e-06]
[0.3294395  0.04626719 0.62429327],[0.00055048 0.05133297 0.00416475],[0.001557   0.14519155 0.01177971]
[0.01123602 0.0142219  0.9745421 ],[6.27257510e-02 1.80956237e-07 1.99535378e-07],[1.77415215e-01 5.11821530e-07 5.64371277e-07]
[0.07846832 0.152635   0.76889664],[0.07939035 0.00034114 0.0001314 ],[0.22454982 0.00096488 0.00037165]
[0.27327862 0.06771424 0.6590071 ],[0.02868974 0.01437828 0.00091443],[0.08114684 0.04066791 0.0025864 ]
[0.00679744 0.7558334  0.23736921],[3.94357747e-05 2.09866736e-02 2.58229667e-03],[0.00011154 0.05935928 0.00730384]
[0.21257545 0.16975427 0.61767036],[0.0357573  0.00067245 0.00883584],[0.10113693 0.00190197 0.02499154]
[0.01183178 0.05596257 0.93220574],[7.43817467e-02 1.58869119e-05 4.48619228e-05],[2.10383350e-01 4.49349724e-05 1.26888679e-04]
[0.00960863 0.0104882  0.97990316],[6.00794540e-02 1.73422638e-07 1.34376600e-07],[1.69930357e-01 4.90513295e-07 3.80074420e-07]
[0.03182797 0.72488624 0.24328582],[0.0018394  0.00371285 0.08668101],[0.0052026  0.01050154 0.24517091]
[0.16815679 0.05139282 0.78045034],[0.02041621 0.01721547 0.00066524],[0.05774575 0.04869272 0.00188159]
[0.04620233 0.04876547 0.9050322 ],[7.70328945e-02 2.57678685e-06 2.33870511e-06],[2.17881928e-01 7.28825382e-06 6.61485697e-06]
[0.04985392 0.03366324 0.91648287],[7.60112132e-02 2.47763226e-06 2.12696747e-06],[2.14992177e-01 7.00780228e-06 6.01597249e-06]
[0.19419605 0.02018626 0.78561777],[0.01337977 0.01178787 0.0001715 ],[0.03784369 0.03334114 0.00048507]
[0.00198082 0.23193163 0.76608753],[4.98273138e-02 2.18176369e-06 2.82616353e-05],[1.40932926e-01 6.17095959e-06 7.99359760e-05]
[0.00707264 0.01440711 0.9785202 ],[5.94521352e-02 1.23919968e-07 1.09954956e-07],[1.68156032e-01 3.50498600e-07 3.10999579e-07]
[0.0144973  0.76217943 0.22332323],[3.76612330e-05 2.27313341e-02 2.26845833e-03],[0.00010652 0.06429392 0.00641617]
[0.02660898 0.5222016  0.45118943],[1.67762429e-05 3.79128470e-02 4.43410652e-04],[4.74503803e-05 1.07233725e-01 1.25415472e-03]
[0.01814544 0.01083759 0.971017  ],[5.89101324e-02 1.32108463e-07 1.07509401e-07],[1.66623016e-01 3.73659160e-07 3.04082507e-07]
[0.0625585  0.02646319 0.9109783 ],[6.77530682e-02 6.54495651e-07 9.83420713e-07],[1.91634616e-01 1.85119325e-06 2.78153382e-06]
[0.01924448 0.03540244 0.94535315],[6.87564814e-02 4.88162522e-07 4.98281722e-07],[1.94472697e-01 1.38073212e-06 1.40935354e-06]
[0.02713637 0.60949713 0.3633665 ],[0.00026565 0.01578123 0.01281821],[0.00075137 0.04463606 0.03625537]
[0.0219958  0.05774532 0.9202589 ],[6.63630050e-02 4.58075518e-07 6.32612469e-07],[1.87702923e-01 1.29563322e-06 1.78929827e-06]
[0.01719142 0.01419449 0.9686141 ],[6.10635201e-02 1.28280361e-06 4.55986562e-07],[1.72713717e-01 3.62831653e-06 1.28972476e-06]
[0.03812534 0.14311828 0.8187564 ],[7.14773697e-02 1.42446610e-06 2.22205379e-06],[2.02168531e-01 4.02899857e-06 6.28491720e-06]
[0.02436064 0.32435802 0.65128136],[0.01258029 0.00062508 0.02601641],[0.03558243 0.00176799 0.07358551]
[0.32198918 0.01521534 0.6627954 ],[0.00496188 0.04151813 0.00042606],[0.01403432 0.117431   0.00120507]
[0.08843049 0.02182094 0.8897486 ],[7.28632267e-02 3.00648635e-06 1.89653175e-06],[2.06088327e-01 8.50362756e-06 5.36420185e-06]
[0.07858351 0.0823372  0.8390793 ],[8.13983777e-02 3.48199690e-05 7.16562388e-05],[2.30229380e-01 9.84857447e-05 2.02674449e-04]
[0.00865794 0.03970893 0.95163316],[7.67088455e-02 3.31624363e-06 2.62889825e-06],[2.16965379e-01 9.37975343e-06 7.43564712e-06]
[0.05512897 0.03003816 0.91483283],[6.55524799e-02 3.29461400e-07 2.99733729e-07],[1.85410412e-01 9.31857562e-07 8.47775008e-07]
[0.02549679 0.37501293 0.5994903 ],[2.29922747e-02 6.09374760e-05 3.04460374e-03],[0.06503197 0.00017236 0.00861144]
[0.00996079 0.01988322 0.970156  ],[6.08315190e-02 2.07147164e-07 1.56038732e-07],[1.72057518e-01 5.85900659e-07 4.41344182e-07]
[0.05007397 0.03878986 0.91113615],[7.33965542e-02 1.79906157e-06 1.46431912e-06],[2.07596805e-01 5.08851454e-06 4.14171993e-06]
[0.07912964 0.17455737 0.7463129 ],[6.21823519e-02 3.30523405e-05 2.04399027e-04],[1.75878251e-01 9.34861363e-05 5.78127753e-04]
[0.04220754 0.05481147 0.90298104],[5.75222901e-02 1.00060519e-05 8.15252446e-05],[1.62697606e-01 2.83013886e-05 2.30588213e-04]
[0.02382642 0.05410611 0.9220675 ],[4.39629257e-02 4.09253789e-06 8.50208993e-05],[1.24345931e-01 1.15754452e-05 2.40475418e-04]
[0.05413436 0.26955247 0.6763131 ],[0.06985278 0.00034472 0.00132831],[0.19757351 0.00097502 0.00375702]
[0.6091826  0.00431959 0.38649774],[2.66204835e-05 1.67016331e-03 2.31037848e-02],[7.52940977e-05 4.72393522e-03 6.53473716e-02]
[0.01232828 0.36158228 0.62608945],[0.00801282 0.00025337 0.0231462 ],[0.02266369 0.00071663 0.06546734]
[0.02577448 0.1209763  0.8532493 ],[7.66012007e-02 4.21718633e-06 6.74379101e-06],[2.16660914e-01 1.19280042e-05 1.90743214e-05]
[0.02287011 0.13518293 0.84194696],[6.36676025e-02 1.33362199e-05 7.44368484e-05],[1.80079174e-01 3.77205260e-05 2.10539201e-04]
[0.08222499 0.03781628 0.87995875],[7.84189051e-02 3.88233494e-06 5.01478269e-06],[2.21802158e-01 1.09809015e-05 1.41839474e-05]
[0.40823126 0.04167909 0.55008966],[0.05022552 0.00117854 0.00011811],[0.14205924 0.00333341 0.00033406]
[0.08588866 0.01998876 0.8941226 ],[7.32454001e-02 1.86336298e-06 2.78858985e-06],[2.07169276e-01 5.27038641e-06 7.88732317e-06]
[0.01778615 0.0387836  0.94343036],[7.20505641e-02 8.93764193e-07 9.35634406e-07],[2.03789770e-01 2.52794689e-06 2.64637373e-06]
[0.00380337 0.25450274 0.74169385],[4.35547262e-02 4.42434152e-06 9.59012431e-05],[1.23191369e-01 1.25139276e-05 2.71249677e-04]
[0.00751049 0.00707052 0.98541903],[6.16242153e-02 1.42602835e-07 1.47048721e-07],[1.74299602e-01 4.03341727e-07 4.15916591e-07]
[0.03330814 0.01134833 0.9553434 ],[6.37857447e-02 4.12797961e-07 2.98925636e-07],[1.80413330e-01 1.16756895e-06 8.45489377e-07]
[0.0425658  0.02403888 0.9333954 ],[6.30242928e-02 3.85327759e-07 2.68574882e-07],[1.78259619e-01 1.08987149e-06 7.59644481e-07]
[0.00656763 0.0099091  0.9835233 ],[6.02032434e-02 1.77226598e-07 1.37185415e-07],[1.70280487e-01 5.01272518e-07 3.88018948e-07]
[0.00183053 0.00104266 0.99712676],[5.78026769e-02 8.60942503e-08 7.79933827e-08],[1.63490659e-01 2.43511313e-07 2.20598599e-07]
[0.04115059 0.28528887 0.6735605 ],[0.05947022 0.00037759 0.00216304],[0.16820719 0.00106797 0.00611801]
[0.03564227 0.02415182 0.9402059 ],[6.54243935e-02 2.63399269e-07 2.63880628e-07],[1.85048129e-01 7.45005636e-07 7.46367127e-07]
[0.03902266 0.0343167  0.9266607 ],[7.03981553e-02 4.09061809e-06 1.98977365e-06],[1.99116052e-01 1.15700152e-05 5.62792975e-06]
[0.02756418 0.12861277 0.84382296],[7.17952692e-02 1.50060689e-06 2.32980870e-06],[2.03067687e-01 4.24435724e-06 6.58969411e-06]
[0.01105594 0.00788663 0.9810574 ],[6.10364674e-02 1.38308897e-07 1.54233344e-07],[1.72637200e-01 3.91196634e-07 4.36237775e-07]
[0.01796035 0.00516052 0.9768792 ],[5.79806755e-02 9.60141723e-08 8.43610695e-08],[1.63994115e-01 2.71569089e-07 2.38609137e-07]
[0.07500526 0.07433195 0.8506627 ],[7.56681857e-02 4.02890722e-06 6.96855274e-06],[2.14021949e-01 1.13954705e-05 1.97100436e-05]
[0.03162296 0.04577064 0.9226064 ],[6.69872484e-02 7.01412128e-07 1.19358413e-06],[1.89468550e-01 1.98389309e-06 3.37596574e-06]
[0.01901903 0.01153556 0.9694454 ],[6.19125708e-02 1.83403795e-07 2.37619543e-07],[1.75115195e-01 5.18744270e-07 6.72089562e-07]
[0.19415547 0.01207647 0.7937681 ],[3.73981017e-02 2.68955835e-04 9.00618362e-06],[1.05777805e-01 7.60721979e-04 2.54733341e-05]
[0.01047547 0.01786138 0.9716632 ],[6.12491584e-02 1.32501257e-07 1.33788436e-07],[1.73238781e-01 3.74770149e-07 3.78410841e-07]
[0.07318942 0.10945069 0.8173599 ],[5.66962025e-02 1.48793437e-04 1.71966527e-05],[1.60361077e-01 4.20851393e-04 4.86394790e-05]
[0.00972866 0.01140015 0.97887117],[6.16955318e-02 1.51046022e-07 1.65978474e-07],[1.74501316e-01 4.27222666e-07 4.69458017e-07]
[0.9738066  0.00332432 0.02286897],[3.80259941e-07 1.24809532e-06 5.90075345e-02],[1.07553753e-06 3.53014666e-06 1.66898511e-01]
[0.00418943 0.00581901 0.98999155],[5.92729518e-02 9.04875162e-08 9.05822405e-08],[1.67649225e-01 2.55937345e-07 2.56205266e-07]
[0.04286728 0.02583439 0.9312983 ],[7.34054753e-02 1.08331797e-06 1.11392823e-06],[2.07622037e-01 3.06408592e-06 3.15066482e-06]
[0.08709925 0.42235658 0.4905442 ],[0.01301923 0.01555204 0.1017617 ],[0.03682394 0.0439878  0.28782555]
[0.00516477 0.00206865 0.9927665 ],[5.79364578e-02 8.49911211e-08 7.82837352e-08],[1.63869049e-01 2.40391192e-07 2.21419840e-07]
[0.05140416 0.35946935 0.5891265 ],[0.02682269 0.00040564 0.00906922],[0.07586603 0.00114733 0.02565162]
[0.00901619 0.66117066 0.32981318],[0.00531749 0.00050477 0.04307704],[0.01504013 0.0014277  0.12184027]
[0.7848595  0.00281852 0.21232204],[1.94898539e-06 2.81471923e-05 4.82855452e-02],[5.51256314e-06 7.96122822e-05 1.36572146e-01]
[0.15494001 0.01371777 0.8313423 ],[6.44040248e-02 6.46224567e-07 3.94772615e-07],[1.82162091e-01 1.82779909e-06 1.11658557e-06]
[0.02947144 0.03065706 0.93987143],[6.33629699e-02 6.59699713e-07 3.66154284e-07],[1.79217543e-01 1.86591256e-06 1.03564071e-06]
[0.00585941 0.14419296 0.8499476 ],[6.78785207e-02 5.89649319e-07 8.12297510e-07],[1.91989449e-01 1.66778013e-06 2.29752431e-06]
[0.05364768 0.05613295 0.89021945],[6.50469052e-02 1.44783403e-06 4.57333750e-06],[1.83980431e-01 4.09509304e-06 1.29353518e-05]
[0.83799684 0.00895414 0.15304904],[0.00056008 0.03388024 0.00833361],[0.00158415 0.0958278  0.02357101]
[0.04299486 0.04374555 0.91325957],[6.52929683e-02 8.31499329e-07 1.97246508e-06],[1.84676403e-01 2.35183526e-06 5.57897374e-06]
[0.01069051 0.00535037 0.98395914],[6.01069778e-02 1.11870283e-07 1.16529001e-07],[1.70008206e-01 3.16416944e-07 3.29593787e-07]
[0.03397056 0.18254167 0.7834878 ],[6.64269646e-02 8.87414940e-06 3.97114050e-05],[1.87883828e-01 2.50998849e-05 1.12320815e-04]
[0.03917481 0.03131457 0.92951065],[6.80082526e-02 6.10787171e-07 8.50872786e-07],[1.92356386e-01 1.72756700e-06 2.40663167e-06]
[0.3841897  0.01973315 0.5960772 ],[0.00128403 0.09609373 0.00202101],[0.00363177 0.27179411 0.00571628]
[0.28154963 0.05938682 0.6590635 ],[5.47356251e-02 4.31449446e-04 4.76608763e-05],[1.54815727e-01 1.22032332e-03 1.34805315e-04]
[0.02702144 0.670304   0.3026746 ],[8.34320389e-06 3.79903472e-02 2.44861698e-04],[2.35981442e-05 1.07452929e-01 6.92573468e-04]
[0.09947916 0.03276954 0.8677513 ],[5.77802150e-02 2.75724932e-05 3.68844293e-06],[1.63427127e-01 7.79867877e-05 1.04324920e-05]
[0.0375439  0.11920901 0.8432471 ],[6.88069721e-02 1.43981671e-06 3.09049743e-06],[1.94615506e-01 4.07241665e-06 8.74124675e-06]
[0.02949845 0.06985703 0.9006445 ],[7.30158074e-02 7.93635641e-06 2.16269655e-05],[2.06519890e-01 2.24474057e-05 6.11702959e-05]
[0.04399863 0.01864273 0.9373586 ],[6.36364475e-02 2.59503698e-07 3.36906983e-07],[1.79991054e-01 7.33987297e-07 9.52916848e-07]
[0.02663033 0.01067122 0.96269846],[6.24837748e-02 3.10617679e-07 5.60322236e-07],[1.76730804e-01 8.78559468e-07 1.58483061e-06]
[0.06354275 0.06183357 0.8746237 ],[5.28363299e-02 3.07828848e-05 3.22310160e-04],[1.49443709e-01 8.70671464e-05 9.11630799e-04]
[0.05927544 0.03776832 0.90295625],[7.09467505e-02 1.15270789e-06 9.10870808e-07],[2.00667713e-01 3.26035025e-06 2.57633170e-06]
[0.01982398 0.38974988 0.5904262 ],[0.00480875 0.00067361 0.05173001],[0.01360119 0.00190525 0.14631457]
[0.01158877 0.01294865 0.9754626 ],[6.55156464e-02 2.67456681e-07 2.68644731e-07],[1.85306231e-01 7.56481732e-07 7.59842043e-07]
[0.01804264 0.01687207 0.96508527],[6.41456819e-02 1.81864523e-06 7.25385193e-07],[1.81431387e-01 5.14390549e-06 2.05169916e-06]
[0.09164006 0.09229828 0.8160617 ],[7.57567522e-02 8.69447046e-06 4.72506985e-06],[2.14272453e-01 2.45916761e-05 1.33645157e-05]
[0.01861816 0.16841881 0.81296295],[3.64621180e-02 1.53489987e-05 4.60423227e-04],[1.03130444e-01 4.34135242e-05 1.30227355e-03]
[0.01217484 0.8846785  0.10314663],[7.21940766e-07 5.70306256e-02 3.99764620e-06],[2.04195685e-06 1.61306968e-01 1.13070509e-05]
[0.03714217 0.03740431 0.9254534 ],[5.84319830e-02 3.98950295e-06 7.96992193e-07],[1.65270606e-01 1.12840184e-05 2.25423434e-06]
[0.01397999 0.0657877  0.92023236],[7.17450262e-02 1.83168102e-06 3.20338027e-06],[2.02925578e-01 5.18077627e-06 9.06052764e-06]
[0.02921753 0.17632401 0.79445845],[8.17356629e-02 7.03829792e-06 6.17197130e-06],[2.31183366e-01 1.99073127e-05 1.74569710e-05]
[0.01085801 0.09712588 0.8920161 ],[4.43871525e-02 2.68297284e-06 5.29038279e-05],[1.25545826e-01 7.58859314e-06 1.49634622e-04]
[0.01259883 0.85763216 0.12976901],[3.12034980e-07 6.04815642e-02 7.48071263e-07],[8.82568201e-07 1.71067697e-01 2.11586505e-06]
[0.0344853  0.00805671 0.95745796],[6.25501851e-02 1.84624315e-07 2.15349724e-07],[1.7691864e-01 5.2219642e-07 6.0910100e-07]
[0.07089526 0.04395072 0.885154  ],[4.98320390e-02 1.30987632e-04 9.68697011e-06],[1.40946291e-01 3.70488970e-04 2.73988890e-05]
[0.00414336 0.00345184 0.99240476],[5.77335944e-02 7.66117541e-08 7.26386922e-08],[1.63295264e-01 2.16690763e-07 2.05453247e-07]
[2.5950413e-04 4.3960390e-04 9.9930096e-01],[5.73815653e-02 6.52302429e-08 6.47363976e-08],[1.62299576e-01 1.84498988e-07 1.83102183e-07]
[0.03509464 0.05486125 0.9100441 ],[6.25354620e-02 1.49582996e-06 5.66125550e-07],[1.76876997e-01 4.23084603e-06 1.60124486e-06]
[0.01472126 0.07627953 0.9089992 ],[7.40039849e-02 1.07306942e-05 4.93131587e-06],[2.09314878e-01 3.03509865e-05 1.39478676e-05]
[0.00221679 0.01806198 0.9797212 ],[5.87436401e-02 1.59151360e-07 2.84421840e-07],[1.66152105e-01 4.50148023e-07 8.04466447e-07]
[0.3054943 0.0164928 0.6780129],[0.03561814 0.00304923 0.00016387],[0.10074331 0.00862453 0.00046349]
[0.03375064 0.03061815 0.93563116],[6.19781817e-02 2.21772613e-07 1.77888271e-07],[1.75300770e-01 6.27267675e-07 5.03144011e-07]
[0.0348107  0.23144692 0.73374236],[9.04434163e-02 3.70592472e-05 4.28712656e-05],[2.55812612e-01 1.04819380e-04 1.21258250e-04]
[0.02591284 0.32445067 0.64963645],[0.00067125 0.0039694  0.05711245],[0.00189858 0.01122716 0.16153841]
[0.01811502 0.02716855 0.9547165 ],[6.79217853e-02 2.37094520e-06 1.12907526e-06],[1.92111820e-01 6.70604570e-06 3.19350709e-06]
[0.03971859 0.0533274  0.906954  ],[6.80869819e-02 1.26193030e-06 2.75692606e-06],[1.92579066e-01 3.56927789e-06 7.79776446e-06]
[0.05815827 0.01648697 0.92535484],[6.62393772e-02 6.88361958e-07 1.24808163e-06],[1.87353251e-01 1.94698163e-06 3.53010794e-06]
[0.3535613  0.00862102 0.6378177 ],[0.00177053 0.10549005 0.00153907],[0.0050078  0.29837091 0.00435315]
[0.02153546 0.86514956 0.11331497],[3.60082071e-05 3.12541357e-02 1.22622486e-03],[0.00010185 0.08840005 0.00346829]
[0.06842639 0.05241647 0.87915707],[7.13077419e-02 1.64859694e-06 2.87397981e-06],[2.01688751e-01 4.66293629e-06 8.12884245e-06]
[0.03949019 0.09849235 0.8620175 ],[6.71138509e-02 4.67365924e-06 1.69163957e-06],[1.89826636e-01 1.32191046e-05 4.78467924e-06]
[0.08615101 0.17144375 0.7424053 ],[0.08344046 0.00045992 0.00103377],[0.23600527 0.00130086 0.00292395]
[0.03870154 0.19298102 0.7683174 ],[0.04112647 0.00026748 0.00350481],[0.11632323 0.00075655 0.00991311]
[0.05338737 0.01998848 0.9266242 ],[7.28060099e-02 1.02615152e-06 9.89746267e-07],[2.05926493e-01 2.90239479e-06 2.79942519e-06]
[0.0069493  0.5391062  0.45394453],[0.00833194 0.00028641 0.02409422],[0.0235663  0.00081008 0.06814875]
[0.0038013  0.87732834 0.11887039],[6.89653999e-06 3.67030934e-02 2.22734160e-04],[1.95063608e-05 1.03812025e-01 6.29987339e-04]
[0.10477307 0.30977634 0.5854506 ],[0.00339385 0.00350803 0.10888296],[0.00959927 0.0099222  0.30796753]
[0.07842994 0.14117584 0.7803942 ],[0.07558116 0.00036724 0.00112412],[0.21377581 0.00103871 0.00317948]
[0.01002799 0.14982556 0.8401465 ],[6.95968587e-02 6.76290869e-06 2.28245712e-05],[1.96849643e-01 1.91283944e-05 6.45576363e-05]
[0.12393408 0.00783619 0.8682297 ],[5.67493293e-02 5.75293823e-06 9.44259460e-07],[1.60511342e-01 1.62717665e-05 2.67076907e-06]
[0.08265769 0.12264542 0.7946969 ],[7.07714915e-02 4.79670521e-06 1.34065406e-05],[2.00172006e-01 1.35671311e-05 3.79194232e-05]
[0.2030066  0.01111513 0.78587824],[0.0084195  0.02156643 0.00023787],[0.02381393 0.06099907 0.00067279]
[0.01014845 0.03614516 0.9537063 ],[6.04439849e-02 3.64477763e-07 9.47823280e-07],[1.70961406e-01 1.03089879e-06 2.68084907e-06]
[0.10486054 0.054557   0.8405824 ],[6.83495268e-02 1.58182502e-06 3.66688668e-06],[1.93321656e-01 4.47407678e-06 1.03715218e-05]
[0.04003099 0.30230337 0.6576656 ],[0.00402251 0.00199935 0.08635467],[0.01137736 0.00565503 0.24424789]
[0.08635926 0.26785436 0.64578635],[0.00374622 0.002098   0.09049633],[0.01059591 0.00593403 0.25596229]
[0.01106279 0.01044684 0.9784904 ],[6.11063900e-02 4.10658687e-07 2.34791360e-07],[1.72834971e-01 1.16151817e-06 6.64090252e-07]
