[0.03637354 0.63059866 0.33302778],[0.00052734 0.02789837 0.01050084],[0.00149154 0.07890851 0.02970087]
[0.04568506 0.05840697 0.89590794],[7.68098072e-02 2.82857504e-06 3.60250410e-06],[2.17250942e-01 8.00041836e-06 1.01894203e-05]
[0.03942626 0.19063246 0.7699413 ],[6.51459251e-02 8.99928713e-06 4.50482217e-05],[1.84260502e-01 2.54538278e-05 1.27415612e-04]
[0.03458541 0.32324398 0.6421706 ],[0.01684901 0.00020463 0.01042103],[0.0476562  0.00057877 0.02947511]
[0.11274211 0.09507117 0.79218674],[7.17920472e-02 1.82537727e-04 4.73830540e-05],[2.03058574e-01 5.16294659e-04 1.34019515e-04]
[0.44598687 0.05890106 0.49511203],[0.00845882 0.04756325 0.00111507],[0.02392516 0.13452918 0.0031539 ]
[0.09526896 0.03134738 0.87338364],[5.12701668e-02 4.56642407e-05 5.22905812e-04],[1.45013930e-01 1.29157977e-04 1.47900098e-03]
[0.03668186 0.4252808  0.5380373 ],[0.02108457 0.00069664 0.01751185],[0.05963617 0.0019704  0.049531  ]
[0.01595774 0.01416024 0.9698821 ],[6.35412603e-02 1.98740497e-07 1.94349394e-07],[1.79721824e-01 5.62123013e-07 5.49703097e-07]
[0.01516354 0.01742142 0.9674151 ],[6.29265484e-02 1.97204333e-07 2.29663380e-07],[1.77983156e-01 5.57778086e-07 6.49586133e-07]
[0.01350098 0.01584274 0.97065634],[6.32532508e-02 2.01180994e-07 1.90391265e-07],[1.78907210e-01 5.69025781e-07 5.38507819e-07]
[0.03415847 0.04977927 0.91606224],[7.70011244e-02 2.29621571e-06 2.19945704e-06],[2.17792069e-01 6.49467881e-06 6.22100396e-06]
[0.01528869 0.0327541  0.9519572 ],[6.62168925e-02 1.44847352e-06 4.05915782e-06],[1.87289655e-01 4.09690178e-06 1.14810321e-05]
[0.01997997 0.01720264 0.9628174 ],[6.42472250e-02 2.57408992e-07 2.34945777e-07],[1.81718594e-01 7.28062575e-07 6.64527009e-07]
[0.06754056 0.23239554 0.7000639 ],[3.45461758e-02 7.55970638e-05 1.85029315e-03],[0.09771134 0.00021382 0.00523342]
[0.01496881 0.07379121 0.91124004],[6.59791956e-02 6.00161048e-06 2.61255065e-05],[1.86617347e-01 1.69751179e-05 7.38940912e-05]
[0.01414013 0.42136955 0.5644904 ],[0.02920226 0.00023767 0.0057823 ],[0.08259647 0.00067223 0.01635482]
[0.01301128 0.87487084 0.11211786],[1.83910505e-05 3.68274690e-02 5.17333698e-04],[5.20177460e-05 1.04163812e-01 1.46324066e-03]
[0.02950883 0.02805562 0.9424355 ],[6.42751599e-02 1.10689127e-06 3.26111425e-06],[1.81797606e-01 3.13076129e-06 9.22382400e-06]
[0.08541514 0.17891327 0.7356716 ],[6.52796529e-02 5.79697351e-05 3.38864889e-04],[1.84638741e-01 1.63963171e-04 9.58454645e-04]
[0.0324414  0.07524692 0.8923117 ],[6.94047793e-02 9.03326407e-07 1.37186172e-06],[1.96306360e-01 2.55499291e-06 3.88021089e-06]
[0.03566753 0.05041111 0.9139214 ],[7.51460991e-02 2.84628451e-06 2.23873231e-06],[2.12545265e-01 8.05050831e-06 6.33209120e-06]
[0.17943066 0.02715824 0.793411  ],[4.88550373e-02 1.43784892e-04 1.00846386e-05],[1.38182913e-01 4.06685088e-04 2.85236654e-05]
[0.02237789 0.02945746 0.94816464],[7.24508358e-02 1.49221259e-06 1.20681242e-06],[2.04921909e-01 4.22061456e-06 3.41338097e-06]
[0.08733246 0.07839021 0.8342773 ],[5.80524942e-02 1.10771903e-04 1.36510402e-05],[1.64197249e-01 3.13310255e-04 3.86109725e-05]
[0.03811735 0.02106564 0.94081694],[6.45141382e-02 2.47971752e-07 2.35823055e-07],[1.82473538e-01 7.01370030e-07 6.67008324e-07]
[0.09515664 0.134314   0.7705294 ],[0.05301445 0.00094338 0.00010324],[0.1499475  0.00266828 0.00029202]
[0.43830767 0.0422112  0.5194811 ],[0.01540303 0.01579051 0.00034995],[0.04356633 0.04466232 0.00098982]
[0.05030115 0.06548792 0.88421094],[6.97157450e-02 1.98760244e-06 4.40116268e-06],[1.97185904e-01 5.62178866e-06 1.24483679e-05]
[0.13060598 0.17461036 0.6947836 ],[0.09661596 0.00556711 0.00751295],[0.27327121 0.01574615 0.02124984]
[0.01882592 0.01843509 0.96273905],[6.37220207e-02 2.34193550e-07 2.13780326e-07],[1.80233092e-01 6.62399390e-07 6.04662073e-07]
[0.6784731  0.02330028 0.2982265 ],[0.00101134 0.06692975 0.0040239 ],[0.00286049 0.18930592 0.0113813 ]
[0.02883948 0.0962638  0.87489676],[4.90936633e-02 1.17850706e-05 1.70390495e-04],[1.38857849e-01 3.33332134e-05 4.81937097e-04]
[0.02310122 0.34762138 0.6292774 ],[0.04349157 0.00013987 0.00191229],[0.12301274 0.00039562 0.00540878]
[0.44570827 0.02256426 0.5317275 ],[0.00980989 0.03674157 0.00079808],[0.02774657 0.10392086 0.0022573 ]
[0.01829049 0.01996457 0.96174484],[7.02245069e-02 1.14252388e-06 1.78849241e-06],[1.98624900e-01 3.23154552e-06 5.05862044e-06]
[0.09981527 0.04276985 0.8574149 ],[7.56531561e-02 2.87388005e-04 9.05337801e-05],[0.21397944 0.00081286 0.00025607]
[0.01542748 0.01464571 0.96992683],[6.37073951e-02 2.00688414e-07 2.06222627e-07],[1.80191724e-01 5.67632553e-07 5.83285671e-07]
[0.5697382  0.05274617 0.37751567],[1.11818085e-05 2.79094188e-04 4.04648881e-02],[3.16269303e-05 7.89397571e-04 1.14451987e-01]
[0.13757308 0.12180183 0.7406251 ],[6.14608447e-02 1.58181763e-04 2.37789015e-05],[1.73837520e-01 4.47405588e-04 6.72568899e-05]
[0.3837117  0.02099496 0.59529334],[3.72689189e-02 1.90647759e-03 9.27525082e-05],[0.10541242 0.00539233 0.00026234]
[0.03730653 0.07611702 0.8865764 ],[7.92439280e-02 9.32274318e-06 1.56584756e-05],[2.24135675e-01 2.63686997e-05 4.42888571e-05]
[0.0368447  0.02895757 0.9341977 ],[6.41020656e-02 2.18289218e-07 2.28259396e-07],[1.81308021e-01 6.17415144e-07 6.45615067e-07]
[0.01572302 0.01447248 0.96980447],[6.27708367e-02 2.13911655e-07 1.87661780e-07],[1.77542737e-01 6.05033527e-07 5.30787670e-07]
[0.02669761 0.05916518 0.91413724],[4.28562079e-02 1.69286175e-05 3.72437356e-04],[1.21215661e-01 4.78813608e-05 1.05341192e-03]
[0.51886415 0.01087936 0.47025654],[0.00212311 0.10971684 0.00211243],[0.00600507 0.31032609 0.00597485]
[0.15475328 0.02959372 0.815653  ],[7.11252139e-02 1.75695998e-05 5.89223219e-06],[2.01172484e-01 4.96943326e-05 1.66657494e-05]
[0.01442654 0.01573154 0.96984196],[6.25744507e-02 1.90223418e-07 2.27700748e-07],[1.76987274e-01 5.38033074e-07 6.44034971e-07]
[0.01789969 0.57533574 0.40676454],[0.00041595 0.00666056 0.03451748],[0.0011765  0.0188389  0.09763018]
[0.03480656 0.0561314  0.909062  ],[6.81077902e-02 5.67539252e-07 7.30621114e-07],[1.92637921e-01 1.60524341e-06 2.06650858e-06]
[0.02019138 0.02019753 0.9596112 ],[6.38853794e-02 3.09965931e-07 2.52641204e-07],[1.80695140e-01 8.76716048e-07 7.14577233e-07]
[0.04819643 0.03528227 0.9165212 ],[7.32740017e-02 2.49032958e-06 1.75854149e-06],[2.07250174e-01 7.04371574e-06 4.97390645e-06]
[0.06108281 0.09162189 0.8472953 ],[6.59263056e-02 2.87483134e-06 1.04428152e-05],[1.86467751e-01 8.13125094e-06 2.95367419e-05]
[0.08639147 0.17933755 0.73427093],[7.44542751e-02 7.14254370e-05 2.39219853e-04],[2.10588491e-01 2.02021644e-04 6.76615920e-04]
[0.02727066 0.02739851 0.94533086],[7.14548959e-02 8.00487132e-07 8.51441876e-07],[2.02104966e-01 2.26411952e-06 2.40824130e-06]
[0.06566983 0.17399694 0.7603333 ],[9.06588008e-02 5.61179656e-05 6.99305992e-05],[2.56421811e-01 1.58725576e-04 1.97793604e-04]
[0.11333355 0.03064986 0.8560166 ],[6.80170367e-02 9.27855758e-06 3.02640150e-06],[1.92381232e-01 2.62437239e-05 8.55995610e-06]
[0.07442521 0.03951666 0.8860582 ],[8.19352724e-02 1.01026024e-05 8.27335669e-06],[2.31747947e-01 2.85744746e-05 2.34005865e-05]
[0.03358338 0.01598603 0.9504305 ],[6.68028062e-02 4.76303375e-07 4.13859736e-07],[1.88946869e-01 1.34718938e-06 1.17057210e-06]
[0.01644603 0.01428569 0.9692682 ],[6.46317733e-02 2.33630223e-07 2.31373316e-07],[1.82806261e-01 6.60806059e-07 6.54422563e-07]
[0.0275549  0.04994674 0.9224983 ],[7.44110608e-02 2.34188805e-06 1.84431901e-06],[2.10466263e-01 6.62385969e-06 5.21652193e-06]
[0.09011887 0.04164563 0.8682355 ],[8.25034182e-02 1.02007105e-05 8.43393400e-06],[2.33354906e-01 2.88519661e-05 2.38547677e-05]
[0.01929055 0.5877066  0.39300278],[0.01509547 0.00089547 0.02842188],[0.04269643 0.00253278 0.08038922]
[0.1701703  0.10189009 0.72793955],[0.08251141 0.00015459 0.00035475],[0.23337752 0.00043726 0.00100337]
[0.01553651 0.01734297 0.9671205 ],[6.41050276e-02 2.12874154e-07 2.16581910e-07],[1.81316399e-01 6.02099033e-07 6.12586148e-07]
[0.502642   0.01106539 0.4862926 ],[0.00161066 0.09876385 0.0022877 ],[0.00455563 0.27934636 0.00647059]
[0.0206325  0.03101105 0.94835645],[6.93671357e-02 6.33285965e-07 7.46817025e-07],[1.96199888e-01 1.79120320e-06 2.11231753e-06]
[0.13852146 0.03308079 0.8283978 ],[7.95942366e-02 3.14858357e-05 1.56249651e-05],[2.25126498e-01 8.90553918e-05 4.41940751e-05]
[0.03345644 0.01318768 0.9533559 ],[6.64609711e-02 7.77411414e-07 5.19252284e-07],[1.87980013e-01 2.19885153e-06 1.46866725e-06]
[0.00443682 0.46803594 0.5275273 ],[1.50257252e-02 9.41796274e-05 7.45734536e-03],[0.04249917 0.00026638 0.02109256]
[0.03138535 0.03486107 0.9337536 ],[6.66546654e-02 1.01471863e-06 2.29863794e-06],[1.88527864e-01 2.87005768e-06 6.50152990e-06]
[0.01397375 0.01615684 0.9698694 ],[6.32695315e-02 1.96600129e-07 1.88658673e-07],[1.78953259e-01 5.56069137e-07 5.33607308e-07]
[0.08158717 0.32010326 0.5983096 ],[0.02821278 0.0002985  0.00714027],[0.07979778 0.00084428 0.02019574]
[0.01706649 0.24907914 0.7338544 ],[0.01836117 0.0001537  0.00809557],[0.05193324 0.00043473 0.02289772]
[0.01747814 0.01495721 0.9675647 ],[6.49590284e-02 2.64049514e-07 2.53006646e-07],[1.83731878e-01 7.46844808e-07 7.15610860e-07]
[0.01770587 0.02299713 0.959297  ],[6.66942754e-02 3.46864891e-07 3.38725938e-07],[1.88639898e-01 9.81082066e-07 9.58061630e-07]
[0.06756739 0.37246227 0.5599703 ],[0.00536624 0.00194497 0.07631887],[0.01517803 0.00550121 0.21586235]
[0.10762665 0.13660125 0.7557721 ],[8.70009467e-02 8.97877921e-05 1.56612828e-04],[0.24607584 0.00025396 0.00044297]
[0.11198897 0.05726291 0.83074814],[7.14089446e-02 2.79397920e-05 1.05203702e-04],[2.01974996e-01 7.90256656e-05 2.97561004e-04]
[0.06632024 0.03189165 0.9017881 ],[6.55179197e-02 3.37290812e-07 3.03050232e-07],[1.85312661e-01 9.54002482e-07 8.57155497e-07]
[0.03850033 0.02238393 0.9391158 ],[6.95700263e-02 5.30464776e-06 2.17425339e-06],[1.96773750e-01 1.50038096e-05 6.14971727e-06]
[0.05621007 0.04227744 0.9015125 ],[7.81371324e-02 3.37677784e-06 2.94829965e-06],[2.21005185e-01 9.55097004e-06 8.33905071e-06]
[0.01659977 0.414819   0.5685812 ],[0.00358292 0.00109018 0.07370267],[0.01013404 0.00308351 0.20846264]
[0.02059014 0.01224068 0.9671691 ],[6.28549792e-02 2.18544671e-07 1.91106153e-07],[1.77780728e-01 6.18137675e-07 5.40529826e-07]
[0.02215472 0.18714315 0.79070216],[2.78001369e-02 4.52340309e-05 1.88255795e-03],[0.07863066 0.00012794 0.00532468]
[0.01947367 0.01429767 0.96622854],[6.35430261e-02 2.22434641e-07 2.05047430e-07],[1.79726819e-01 6.29140171e-07 5.79961714e-07]
[0.07277021 0.06182467 0.8654051 ],[7.48381779e-02 3.59900075e-06 2.45561692e-06],[2.11674332e-01 1.01795113e-05 6.94553351e-06]
[0.02318477 0.4167361  0.56007916],[3.43028093e-02 9.97166293e-05 2.30751684e-03],[0.097023   0.00028204 0.00652664]
[0.05522225 0.37862495 0.5661528 ],[0.00584689 0.00081283 0.05140249],[0.0165375  0.00229904 0.14538819]
[0.14282393 0.21307488 0.6441012 ],[0.08394804 0.00076985 0.00167483],[0.23744092 0.00217745 0.00473713]
[0.28149796 0.01427144 0.70423055],[0.002578   0.1073749  0.00235552],[0.00729169 0.30370207 0.00666242]
[0.0217381  0.03269236 0.9455696 ],[6.47586372e-02 9.24001589e-07 5.01369397e-07],[1.83165086e-01 2.61347116e-06 1.41808680e-06]
[0.01831774 0.01247776 0.9692044 ],[6.36039889e-02 2.07515359e-07 1.99427230e-07],[1.79899247e-01 5.86942070e-07 5.64065388e-07]
[0.01599892 0.01478477 0.96921635],[6.35096988e-02 2.24688013e-07 2.05513052e-07],[1.79632555e-01 6.35513671e-07 5.81278692e-07]
[0.158113   0.11209041 0.7297966 ],[0.01656757 0.00967033 0.00018082],[0.04686016 0.02735182 0.00051145]
[0.02037872 0.01815709 0.9614642 ],[6.90983966e-02 5.29511899e-07 5.21380225e-07],[1.95439779e-01 1.49768582e-06 1.47468597e-06]
[0.01642177 0.02375639 0.9598219 ],[6.34375126e-02 2.63833015e-07 2.21874103e-07],[1.79428381e-01 7.46232456e-07 6.27554731e-07]
[0.02118175 0.1783242  0.8004941 ],[3.86770567e-02 1.58944338e-05 4.14129278e-04],[1.09395236e-01 4.49562477e-05 1.17133448e-03]
[0.05356576 0.02135311 0.92508113],[7.77948615e-02 2.43340524e-06 2.48073297e-06],[2.20037097e-01 6.88270939e-06 7.01657242e-06]
[0.0296449  0.4726234  0.49773172],[0.00185141 0.00389107 0.08547683],[0.00523659 0.01100562 0.24176498]
[0.04088267 0.01681466 0.94230264],[6.44090967e-02 3.08982165e-07 4.03705638e-07],[1.82176436e-01 8.73933538e-07 1.14185198e-06]
[0.01450549 0.01495358 0.970541  ],[6.31268021e-02 1.94706666e-07 2.15972017e-07],[1.78549559e-01 5.50713616e-07 6.10861112e-07]
[0.02801743 0.03611575 0.9358669 ],[6.72122208e-02 3.83573417e-07 3.72444281e-07],[1.90104869e-01 1.08490946e-06 1.05343151e-06]
[0.04156602 0.03402043 0.9244135 ],[6.56618257e-02 3.66062372e-07 4.49638268e-07],[1.85719689e-01 1.03538074e-06 1.27176907e-06]
[0.05619034 0.02509901 0.9187107 ],[6.96474350e-02 1.88562837e-06 1.11897417e-06],[1.96992694e-01 5.33336244e-06 3.16493690e-06]
[0.02480878 0.33801195 0.63717926],[4.33637595e-02 1.56708434e-05 3.01426979e-04],[1.22651233e-01 4.43238386e-05 8.52564244e-04]
[0.05184146 0.02498944 0.92316914],[7.03917316e-02 8.58716190e-07 7.35916254e-07],[1.99097883e-01 2.42881617e-06 2.08148549e-06]
[0.02164803 0.01442279 0.9639292 ],[6.94721673e-02 1.02438393e-06 7.56557736e-07],[1.96496962e-01 2.89739530e-06 2.13986842e-06]
[0.0217593  0.23977226 0.73846847],[4.14893394e-02 1.31571117e-05 3.06930164e-04],[1.17349573e-01 3.72139316e-05 8.68129601e-04]
[0.0753466  0.1996435  0.72500986],[0.01267556 0.00080605 0.03060464],[0.03585189 0.00227986 0.086563  ]
[0.04316728 0.03510694 0.9217257 ],[6.50154267e-02 8.34178028e-07 4.80614532e-07],[1.83891396e-01 2.35941176e-06 1.35938318e-06]
[0.03258979 0.02299981 0.9444104 ],[6.39117898e-02 2.33134106e-07 2.68164570e-07],[1.80769840e-01 6.59402830e-07 7.58483944e-07]
[0.0307983  0.01739222 0.9518096 ],[6.61615528e-02 4.02644110e-07 4.95783963e-07],[1.87133131e-01 1.13884952e-06 1.40228881e-06]
[0.02200169 0.03744201 0.9405563 ],[6.37129246e-02 2.16541616e-07 2.40772850e-07],[1.80207364e-01 6.12472182e-07 6.81008459e-07]
[0.01917086 0.03023888 0.95059025],[7.12738359e-02 7.97381370e-07 7.65095370e-07],[2.01592851e-01 2.25533510e-06 2.16401650e-06]
[0.0222399  0.01510063 0.9626595 ],[6.30432018e-02 2.81402274e-07 2.22152553e-07],[1.78313102e-01 7.95925824e-07 6.28342307e-07]
[0.07491553 0.08214405 0.8429404 ],[7.64432963e-02 7.15600966e-06 1.41052966e-05],[2.16214293e-01 2.02402518e-05 3.98958035e-05]
[0.01652785 0.49995077 0.48352134],[0.00360811 0.00142058 0.07975164],[0.01020526 0.00401801 0.22557171]
[0.09995692 0.11362121 0.7864219 ],[7.26924967e-02 2.61834550e-05 8.93587236e-05],[2.05605429e-01 7.40579945e-05 2.52744638e-04]
[0.32382935 0.02094444 0.6552262 ],[0.02131667 0.00771731 0.00020298],[0.06029265 0.02182786 0.00057411]
[0.15860112 0.07041227 0.77098656],[0.09541392 0.0001411  0.00016785],[0.26987133 0.0003991  0.00047475]
[0.02064203 0.01316955 0.9661884 ],[6.41391309e-02 2.26984837e-07 2.18368776e-07],[1.81412858e-01 6.42010069e-07 6.17640170e-07]
[0.06828474 0.05664722 0.87506795],[7.48715257e-02 1.55901721e-06 1.68389303e-06],[2.11768654e-01 4.40956657e-06 4.76276872e-06]
[0.03838335 0.33062825 0.6309884 ],[0.04072119 0.0002169  0.00304302],[0.11517691 0.0006135  0.00860696]
[0.02639415 0.01430209 0.9593038 ],[6.52899269e-02 3.51196878e-07 3.04571473e-07],[1.84667800e-01 9.93334777e-07 8.61458216e-07]
[0.06424549 0.18893802 0.7468164 ],[6.26552464e-02 4.08985280e-05 2.52757588e-04],[1.77215798e-01 1.15678506e-04 7.14906418e-04]
[0.01590775 0.05329717 0.93079513],[6.38040410e-02 2.95144021e-07 4.04316423e-07],[1.80465080e-01 8.34793354e-07 1.14357954e-06]
[0.01476056 0.01568956 0.96954995],[6.38521016e-02 2.03296941e-07 2.06060154e-07],[1.80601016e-01 5.75010583e-07 5.82826130e-07]
[0.02750123 0.01394901 0.95854974],[6.30030547e-02 1.97233609e-07 2.26608790e-07],[1.78199549e-01 5.57860889e-07 6.40946449e-07]
[0.1658153  0.05929145 0.7748932 ],[2.55831892e-02 2.92397206e-03 6.98001628e-05],[0.07236019 0.00827024 0.00019742]
[0.01718429 0.01286075 0.96995497],[6.52205030e-02 2.82597316e-07 3.10863165e-07],[1.84471440e-01 7.99305915e-07 8.79253807e-07]
[0.02372138 0.03173098 0.94454753],[6.44581098e-02 5.91102233e-07 1.21761307e-06],[1.82315066e-01 1.67188959e-06 3.44392984e-06]
[0.01907813 0.3709257  0.60999614],[0.010697   0.00031093 0.02075413],[0.03025569 0.00087945 0.05870154]
[0.03893184 0.06611354 0.89495456],[7.18584553e-02 5.72678013e-05 1.66858340e-05],[2.03246404e-01 1.61977803e-04 4.71946656e-05]
[0.1779316  0.02584441 0.79622394],[7.94318834e-02 1.03262989e-04 4.34771888e-05],[2.24667294e-01 2.92071840e-04 1.22972060e-04]
[0.02137766 0.40428567 0.5743367 ],[0.0181725  0.00011821 0.00672734],[0.05139959 0.00033435 0.0190278 ]
[0.02031799 0.01816307 0.9615189 ],[6.44450158e-02 2.44688626e-07 2.69352761e-07],[1.82278031e-01 6.92083947e-07 7.61844656e-07]
[0.01576713 0.01424753 0.96998537],[6.28301077e-02 1.93446116e-07 2.24989389e-07],[1.77710381e-01 5.47148241e-07 6.36366090e-07]
[0.06278412 0.03223787 0.9049779 ],[7.51255714e-02 1.65457351e-06 1.79606049e-06],[2.12487204e-01 4.67984060e-06 5.08002620e-06]
[0.08712126 0.02377103 0.88910776],[6.58166989e-02 4.96114207e-07 7.88820591e-07],[1.86157737e-01 1.40322288e-06 2.23112156e-06]
[0.03654187 0.02662303 0.9368351 ],[6.94183458e-02 6.50518308e-07 7.83564191e-07],[1.96344732e-01 1.83994363e-06 2.21625421e-06]
[0.03434126 0.01732371 0.948335  ],[6.38904631e-02 2.52527227e-07 3.10339239e-07],[1.80709519e-01 7.14254859e-07 8.77771921e-07]
[0.02717629 0.5205247  0.45229906],[0.00016922 0.01311885 0.01228551],[0.00047863 0.03710571 0.03474866]
[0.02560214 0.44154665 0.53285116],[0.00159469 0.0027625  0.09212408],[0.00451047 0.00781352 0.26056626]
[0.31073117 0.10579685 0.58347195],[0.00053537 0.03601265 0.00728833],[0.00151425 0.10185917 0.02061452]
[0.7514886  0.01666925 0.2318422 ],[1.24960860e-05 4.03243844e-04 3.61197835e-02],[3.53442686e-05 1.14054583e-03 1.02162175e-01]
[0.9423038  0.01253365 0.04516265],[1.93157525e-07 2.79260505e-07 6.14557425e-02],[5.46331984e-07 7.89867987e-07 1.73823089e-01]
[0.02486427 0.0150026  0.9601331 ],[6.38304499e-02 2.30218255e-07 2.65098962e-07],[1.80539776e-01 6.51155558e-07 7.49813096e-07]
[0.01844122 0.23674943 0.7448093 ],[0.01242883 0.00013201 0.01118367],[0.03515403 0.00037338 0.0316322 ]
[0.02711592 0.03242428 0.9404599 ],[7.06954906e-02 1.51091732e-06 2.64455733e-06],[1.99957043e-01 4.27351954e-06 7.47993767e-06]
[0.2743294  0.04153374 0.6841368 ],[0.01027815 0.0449407  0.00118867],[0.02907101 0.12711149 0.00336206]
[0.18577255 0.10212042 0.712107  ],[3.35117552e-02 1.40174243e-03 4.71311365e-05],[0.09478556 0.00396473 0.00013331]
[0.02505526 0.01508563 0.9598591 ],[6.50343427e-02 3.37874352e-07 4.26230533e-07],[1.83944899e-01 9.55652981e-07 1.20556200e-06]
[0.02174798 0.04035241 0.93789965],[7.02007525e-02 1.50876618e-06 2.85777402e-06],[1.98557712e-01 4.26743519e-06 8.08300555e-06]
[0.03486807 0.09033123 0.8748007 ],[7.14003526e-02 4.95407148e-06 1.33538093e-05],[2.01950694e-01 1.40122302e-05 3.77702764e-05]
[0.02404378 0.3870612  0.588895  ],[0.03056937 0.00011035 0.00318429],[0.08646325 0.00031211 0.00900652]
[0.08949285 0.02648575 0.8840214 ],[7.79480405e-02 7.37262316e-06 4.93653212e-06],[2.20470352e-01 2.08529273e-05 1.39626214e-05]
[0.12930931 0.0744987  0.796192  ],[6.98091859e-02 4.20841580e-04 9.86786973e-05],[0.19745019 0.00119032 0.00027911]
[0.05420903 0.02872409 0.9170669 ],[6.91380292e-02 7.49001831e-07 6.21514802e-07],[1.95551877e-01 2.11849710e-06 1.75790932e-06]
[0.01927485 0.02594976 0.9547754 ],[6.90785232e-02 5.38809836e-07 5.25715723e-07],[1.95383569e-01 1.52398435e-06 1.48694861e-06]
[0.0212732  0.0239681  0.95475864],[6.71887924e-02 5.67194421e-07 4.65099344e-07],[1.90038603e-01 1.60426809e-06 1.31549960e-06]
[0.3089857  0.04418879 0.64682555],[0.06600945 0.00119719 0.00026005],[0.18670293 0.00338617 0.00073554]
[0.04609939 0.02277431 0.9311263 ],[7.42067325e-02 2.02555855e-06 1.67987483e-06],[2.09888335e-01 5.72914474e-06 4.75140355e-06]
[0.01278876 0.03130651 0.9559047 ],[6.69307814e-02 4.55093066e-07 4.05016191e-07],[1.89308837e-01 1.28719757e-06 1.14555878e-06]
[0.42161253 0.048141   0.53024644],[0.00497954 0.0943016  0.00292687],[0.01408426 0.2667252  0.00827844]
[0.10298828 0.03679391 0.86021787],[6.48514300e-02 5.70551239e-06 1.67407686e-06],[1.83427544e-01 1.61376260e-05 4.73500440e-06]
[0.05035686 0.04618149 0.90346164],[7.30883205e-02 3.25563804e-06 6.56987050e-06],[2.06724988e-01 9.20833495e-06 1.85823999e-05]
[0.02982755 0.455297   0.5148755 ],[0.03848731 0.00014562 0.0027489 ],[0.10885855 0.00041187 0.00777507]
[0.03353746 0.01976673 0.9466958 ],[6.56012454e-02 3.83462684e-07 3.28886142e-07],[1.85548342e-01 1.08459626e-06 9.30230485e-07]
[0.25664043 0.0410382  0.70232135],[7.61032517e-02 1.60922362e-04 5.41487249e-05],[2.15252501e-01 4.55157174e-04 1.53155722e-04]
[0.2495121  0.02516639 0.7253216 ],[8.67922719e-02 2.63441834e-05 2.12948996e-05],[2.45485616e-01 7.45126028e-05 6.02310716e-05]
[0.01485711 0.01444377 0.97069925],[6.33366389e-02 1.97710813e-07 1.90311026e-07],[1.79143068e-01 5.59210625e-07 5.38280868e-07]
[0.01337174 0.0180338  0.96859455],[6.37330241e-02 1.99350787e-07 2.02248609e-07],[1.80264214e-01 5.63849174e-07 5.72045451e-07]
[0.25841266 0.06645775 0.67512953],[0.02641355 0.00581365 0.00018078],[0.07470879 0.01644349 0.00051133]
[0.04985018 0.03240247 0.9177473 ],[7.70732440e-02 2.61058798e-06 3.05641072e-06],[2.17996054e-01 7.38385784e-06 8.64483498e-06]
[0.04391072 0.02292205 0.9331672 ],[7.28115933e-02 1.40554021e-06 1.19764626e-06],[2.05942286e-01 3.97546806e-06 3.38745517e-06]
[0.01659323 0.01492005 0.9684867 ],[6.30142474e-02 2.15078871e-07 1.92357601e-07],[1.78231206e-01 6.08334912e-07 5.44069455e-07]
[0.02236517 0.017435   0.96019983],[7.01982267e-02 8.94698979e-07 1.17901723e-06],[1.98550568e-01 2.53059086e-06 3.33476433e-06]
[0.00918146 0.949698   0.04112053],[3.11827180e-07 6.06997766e-02 7.30604361e-07],[8.81980455e-07 1.71684895e-01 2.06646119e-06]
[0.3436208  0.02169406 0.6346851 ],[0.01214149 0.01584899 0.0002359 ],[0.03434133 0.04482772 0.00066723]
[0.02145688 0.01392521 0.96461785],[6.35096894e-02 2.27674594e-07 2.73693196e-07],[1.79632528e-01 6.43960999e-07 7.74121259e-07]
[0.02059288 0.01392589 0.9654813 ],[6.72456746e-02 3.90227240e-07 3.78602262e-07],[1.90199490e-01 1.10372931e-06 1.07084891e-06]
[0.13307296 0.12573525 0.74119174],[0.08117627 0.00029256 0.00071831],[0.22960116 0.00082748 0.00203168]
[0.29107645 0.08497731 0.62394625],[0.02160169 0.02890225 0.00165088],[0.0610988  0.08174792 0.0046694 ]
[0.01757383 0.01422544 0.9682007 ],[6.49068612e-02 2.44716026e-07 2.49405344e-07],[1.83584327e-01 6.92161444e-07 7.05424841e-07]
[0.19689001 0.07912633 0.72398365],[5.38384949e-02 1.34437143e-04 1.29555140e-05],[1.52278259e-01 3.80245663e-04 3.66437271e-05]
[0.01541401 0.03682885 0.94775707],[6.34583846e-02 2.27909864e-07 2.76480652e-07],[1.79487416e-01 6.44626442e-07 7.82005376e-07]
[0.02877523 0.03329888 0.9379258 ],[7.04831916e-02 7.39923486e-07 8.42621473e-07],[1.99356571e-01 2.09281966e-06 2.38329343e-06]
[0.01916248 0.01714713 0.9636904 ],[6.41359181e-02 2.10892777e-07 2.11167084e-07],[1.81403770e-01 5.96494852e-07 5.97270710e-07]
[0.04905825 0.05588453 0.89505726],[7.60333678e-02 1.38832572e-05 3.57736218e-05],[2.15054840e-01 3.92677813e-05 1.01183082e-04]
[0.01690485 0.2600736  0.7230215 ],[3.80027904e-02 1.50154491e-05 4.29273529e-04],[1.07488123e-01 4.24701037e-05 1.21416889e-03]
[0.2240726  0.03118421 0.7447432 ],[3.82842458e-02 1.18095076e-03 5.54688588e-05],[0.1082842  0.00334023 0.00015689]
[0.03283761 0.08645231 0.8807101 ],[7.41880014e-02 4.93329154e-06 1.05838175e-05],[2.09835356e-01 1.39534556e-05 2.99355565e-05]
