[0.01888613 0.5075671  0.47354674],[0.00124466 0.00248976 0.0879495 ],[0.00352044 0.0070421  0.24875875]
[0.19896038 0.0843031  0.71673656],[3.94934924e-02 4.66346604e-04 1.98402166e-05],[1.11704465e-01 1.31902739e-03 5.61166068e-05]
[0.03407807 0.03862854 0.92729336],[6.81894140e-02 4.99312951e-07 5.50434479e-07],[1.92868788e-01 1.41227029e-06 1.55686381e-06]
[0.03707743 0.04552555 0.917397  ],[6.74091702e-02 1.27556481e-06 2.98784773e-06],[1.90661925e-01 3.60784212e-06 8.45090958e-06]
[0.13988295 0.03454247 0.8255746 ],[3.17477022e-02 9.59243662e-04 2.67217809e-05],[8.97960620e-02 2.71315079e-03 7.55806099e-05]
[0.01964184 0.02518833 0.9551698 ],[7.34660522e-02 3.10516345e-06 2.03637945e-06],[2.07793375e-01 8.78272852e-06 5.75975088e-06]
[0.02337775 0.02023703 0.95638525],[6.31177332e-02 1.23752220e-06 4.45460086e-06],[1.78523909e-01 3.50024137e-06 1.25995139e-05]
[0.01465077 0.04617872 0.9391705 ],[6.25635415e-02 3.85275287e-07 7.98778030e-07],[1.76956418e-01 1.08972307e-06 2.25928545e-06]
[0.00275207 0.00441332 0.99283457],[5.95224743e-02 9.59459676e-08 9.53563416e-08],[1.68354981e-01 2.71376177e-07 2.69708463e-07]
[0.02243237 0.01548987 0.96207774],[6.22613003e-02 3.08509324e-07 5.73364578e-07],[1.76101550e-01 8.72596140e-07 1.62171992e-06]
[0.7383439  0.00293175 0.25872436],[2.18967256e-05 1.43124589e-03 2.33380576e-02],[6.19332926e-05 4.04817470e-03 6.60099951e-02]
[0.05505892 0.03503838 0.90990275],[6.19220077e-02 3.58240666e-07 7.76062196e-07],[1.75141886e-01 1.01325762e-06 2.19503537e-06]
[0.7007228  0.02570871 0.27356848],[0.00021653 0.0126305  0.01421166],[0.00061245 0.03572445 0.04019664]
[0.00848275 0.01827339 0.9732438 ],[6.04203289e-02 1.24170111e-07 1.19052846e-07],[1.70894497e-01 3.51206111e-07 3.36732300e-07]
[0.0141863  0.02941284 0.95640093],[6.24734507e-02 2.04007590e-07 2.63454947e-07],[1.76701603e-01 5.77020601e-07 7.45163118e-07]
[0.00849445 0.00540459 0.986101  ],[5.89627392e-02 1.02695340e-07 1.16651506e-07],[1.66771811e-01 2.90466286e-07 3.29940283e-07]
[0.0221413  0.00998699 0.9678717 ],[6.19930286e-02 1.94971881e-07 1.67272644e-07],[1.75342764e-01 5.51463757e-07 4.73118482e-07]
[0.02867522 0.0163701  0.9549546 ],[6.93915280e-02 5.47814507e-07 5.42097436e-07],[1.96268880e-01 1.54945341e-06 1.53328309e-06]
[0.02412919 0.0235519  0.95231885],[6.45353791e-02 3.60846113e-07 5.31395961e-07],[1.82533617e-01 1.02062693e-06 1.50301475e-06]
[0.0274038  0.1905481  0.78204805],[9.27076251e-02 6.86414484e-05 7.90080778e-05],[2.62216761e-01 1.94147335e-04 2.23468590e-04]
[0.13165528 0.03681245 0.83153224],[7.22944399e-02 1.29406341e-05 5.17923507e-06],[2.04479555e-01 3.66016404e-05 1.46490890e-05]
[0.26317346 0.04639427 0.6904323 ],[0.03143767 0.00383719 0.00016572],[0.08891917 0.01085321 0.00046874]
[0.37935105 0.02841396 0.59223497],[0.01423575 0.0152136  0.00029805],[0.04026478 0.04303056 0.00084301]
[0.02040859 0.01418798 0.9654034 ],[6.06136894e-02 2.77212091e-07 1.80258879e-07],[1.71441403e-01 7.84074196e-07 5.09849103e-07]
[0.02817037 0.24795394 0.72387576],[0.01053116 0.00030053 0.02016004],[0.02978662 0.00085003 0.05702122]
[0.0297113  0.02567311 0.94461554],[6.21957080e-02 7.35607689e-07 3.54618933e-07],[1.75916028e-01 2.08061274e-06 1.00301381e-06]
[0.08790528 0.20935932 0.7027354 ],[0.08575988 0.00024886 0.00049742],[0.24256557 0.00070389 0.00140692]
[0.02328968 0.0145565  0.9621538 ],[6.68730440e-02 4.10325682e-07 3.77591497e-07],[1.89145532e-01 1.16057629e-06 1.06799003e-06]
[0.03521574 0.08262849 0.8821558 ],[5.86228303e-02 1.76067049e-06 1.07897896e-05],[1.65810403e-01 4.97992817e-06 3.05181335e-05]
[0.06959082 0.01144741 0.9189617 ],[7.14651876e-02 3.04936223e-06 1.74209711e-06],[2.02134075e-01 8.62489886e-06 4.92739472e-06]
[0.03811399 0.06451319 0.89737284],[6.61108893e-02 4.46251396e-06 1.53256390e-06],[1.86989833e-01 1.26218955e-05 4.33474532e-06]
[0.17139782 0.15307982 0.67552245],[0.00680054 0.10152781 0.00539408],[0.01923484 0.287164   0.01525676]
[0.03533698 0.028736   0.9359271 ],[6.60460036e-02 3.41051718e-07 3.18250019e-07],[1.86806308e-01 9.64639929e-07 9.00146986e-07]
[0.01592587 0.5252009  0.4588732 ],[0.01927407 0.00046516 0.01463284],[0.0545153  0.00131566 0.04138793]
[0.03789009 0.24019867 0.7219112 ],[4.93861335e-02 7.91420641e-05 8.78510779e-04],[0.13968508 0.00022385 0.0024848 ]
[0.03116673 0.05919504 0.9096382 ],[6.42035846e-02 7.76591354e-07 4.31568647e-07],[1.81595160e-01 2.19653205e-06 1.22066047e-06]
[0.03587713 0.43487942 0.5292435 ],[6.71059665e-05 1.98753515e-02 4.04789768e-03],[0.0001898  0.05621598 0.01144918]
[0.22081771 0.01609512 0.7630872 ],[1.51069602e-02 5.73716216e-03 6.66697778e-05],[0.04272894 0.01622715 0.00018857]
[0.020511   0.02464594 0.954843  ],[6.51433495e-02 3.79463981e-07 3.15373199e-07],[1.84253217e-01 1.07328622e-06 8.92010112e-07]
[0.02048285 0.07915173 0.9003654 ],[4.99238896e-02 2.02362400e-05 2.56775690e-04],[1.41206083e-01 5.72367300e-05 7.26271326e-04]
[0.02988187 0.14732601 0.8227922 ],[7.91800894e-02 4.21151105e-05 1.00318164e-04],[2.23955113e-01 1.19119521e-04 2.83742616e-04]
[0.00892246 0.8944206  0.09665693],[1.12690118e-05 4.06839456e-02 2.67030117e-04],[3.18735787e-05 1.15071575e-01 7.55275227e-04]
[0.02322974 0.65992475 0.31684557],[4.35949849e-05 2.70817714e-02 1.81674403e-03],[0.00012331 0.07659882 0.00513853]
[0.07064037 0.04026573 0.889094  ],[6.06207813e-02 1.09196295e-05 2.04025917e-06],[1.71461462e-01 3.08853762e-05 5.77072437e-06]
[0.10744236 0.1902461  0.7023115 ],[0.06845034 0.0016063  0.00039951],[0.19360681 0.00454329 0.00112999]
[0.0440622  0.19806628 0.75787145],[2.16299574e-02 7.85324796e-05 3.97275897e-03],[0.06117876 0.00022212 0.01123666]
[0.01896501 0.02801765 0.9530173 ],[6.48662724e-02 2.85594143e-07 2.61554425e-07],[1.83469524e-01 8.07782220e-07 7.39787631e-07]
[0.02727912 0.12215204 0.8505689 ],[6.22639976e-02 4.08605506e-06 2.18123745e-05],[1.76109180e-01 1.15571090e-05 6.16947118e-05]
[0.00120525 0.00162491 0.9971699 ],[5.78597336e-02 7.31716491e-08 7.61336299e-08],[1.63652040e-01 2.06960677e-07 2.15338424e-07]
[0.07292075 0.06804928 0.85902995],[5.38787480e-02 7.14886995e-06 7.35756845e-05],[1.52392112e-01 2.02200577e-05 2.08103462e-04]
[0.01936971 0.02921452 0.9514158 ],[6.58812160e-02 4.35638948e-07 6.14565935e-07],[1.86340218e-01 1.23217302e-06 1.73825496e-06]
[0.03470668 0.0160141  0.9492791 ],[6.56013547e-02 3.54887640e-07 3.13965882e-07],[1.85548651e-01 1.00377383e-06 8.88029618e-07]
[0.00727561 0.00603259 0.9866918 ],[5.93441398e-02 1.22202970e-07 1.08303682e-07],[1.67850575e-01 3.45642195e-07 3.06329071e-07]
[0.02079863 0.01346928 0.9657321 ],[6.38516156e-02 2.19041022e-07 2.39225303e-07],[1.80599642e-01 6.19541567e-07 6.76631335e-07]
[0.0290356  0.03322559 0.9377388 ],[6.63770703e-02 5.74491185e-07 9.40859742e-07],[1.87742706e-01 1.62490645e-06 2.66115322e-06]
[0.01237901 0.05649319 0.9311277 ],[6.30856362e-02 3.19298321e-07 5.34897876e-07],[1.78433125e-01 9.03112032e-07 1.51291966e-06]
[0.08448862 0.01349955 0.9020118 ],[6.89041474e-02 5.65425081e-07 6.39290082e-07],[1.94890359e-01 1.59926364e-06 1.80818541e-06]
[0.02150915 0.12225834 0.85623246],[6.58005698e-02 1.22948790e-06 3.26728932e-06],[1.86112116e-01 3.47751694e-06 9.24128973e-06]
[0.02497633 0.02211632 0.9529073 ],[6.31244447e-02 2.46369696e-07 2.08283657e-07],[1.78542892e-01 6.96838732e-07 5.89115146e-07]
[0.00589666 0.01231144 0.9817919 ],[5.95579369e-02 9.67190635e-08 9.60623481e-08],[1.68455284e-01 2.73562823e-07 2.71705351e-07]
[0.04808515 0.10439694 0.84751785],[7.04499943e-02 3.98222647e-06 1.96877103e-06],[1.99262675e-01 1.12634374e-05 5.56852539e-06]
[0.03548264 0.02638253 0.9381349 ],[7.15417636e-02 8.19177674e-07 8.75251210e-07],[2.02350665e-01 2.31698435e-06 2.47558426e-06]
[0.03202486 0.37809876 0.5898764 ],[0.00453497 0.00102518 0.06353616],[0.01282684 0.00289964 0.17970739]
[0.13260348 0.07005712 0.7973394 ],[0.08420879 0.00042346 0.00019863],[0.23817842 0.00119772 0.0005618 ]
[0.08284341 0.06957601 0.8475806 ],[8.27477702e-02 1.21389225e-05 9.41161329e-06],[2.34046038e-01 3.43340577e-05 2.66200623e-05]
[0.02366978 0.09841313 0.87791705],[7.35987798e-02 1.22327470e-06 1.16258293e-06],[2.08168785e-01 3.45994335e-06 3.28828108e-06]
[0.01529795 0.87548006 0.10922205],[4.77520745e-06 5.10885807e-02 5.92442982e-05],[1.35063263e-05 1.44500327e-01 1.67568180e-04]
[0.02875004 0.08410075 0.8871491 ],[7.29898725e-02 1.12992902e-06 1.05689929e-06],[2.06446535e-01 3.19592190e-06 2.98936262e-06]
[0.12482317 0.0876673  0.78750956],[5.15210840e-02 3.81261643e-04 3.44420100e-05],[1.45723632e-01 1.07837077e-03 9.74167153e-05]
[0.12655683 0.02380065 0.8496426 ],[7.66452725e-02 3.75990931e-06 2.83816589e-06],[2.16785568e-01 1.06346295e-05 8.02754538e-06]
[0.06741118 0.03983466 0.89275426],[6.43652175e-02 7.24969865e-07 1.76397081e-06],[1.82052327e-01 2.05052443e-06 4.98926290e-06]
[0.10070082 0.03078439 0.8685148 ],[7.46090997e-02 1.67001318e-06 1.51681271e-06],[2.11026401e-01 4.72351058e-06 4.29019422e-06]
[0.50980335 0.00847145 0.4817252 ],[0.0001813  0.0176203  0.00898116],[0.00051279 0.04983772 0.02540257]
[0.0125652  0.00533048 0.98210436],[6.35019120e-02 1.90455180e-07 1.90889956e-07],[1.79610530e-01 5.38688597e-07 5.39918329e-07]
[0.15851736 0.04409272 0.7973899 ],[5.56240146e-02 2.76229206e-04 3.11701066e-05],[1.57328472e-01 7.81294179e-04 8.81623750e-05]
[0.19247414 0.03239359 0.77513224],[3.27362833e-02 1.12177460e-03 3.59797059e-05],[0.09259219 0.00317286 0.00010177]
[0.15066285 0.08223137 0.7671058 ],[0.02913779 0.00378564 0.00013769],[0.08241412 0.0107074  0.00038943]
[0.01047949 0.00671422 0.9828063 ],[5.92998301e-02 9.87746583e-08 9.53113035e-08],[1.67725248e-01 2.79376923e-07 2.69581076e-07]
[0.17659159 0.03492419 0.7884842 ],[5.77020481e-02 9.33671564e-05 1.15758539e-05],[1.63206038e-01 2.64082198e-04 3.27414591e-05]
[0.02034488 0.01985881 0.9597963 ],[6.60606475e-02 3.06769457e-07 3.00002872e-07],[1.86847727e-01 8.67675053e-07 8.48536261e-07]
[0.32760572 0.02083507 0.65155923],[6.25741297e-02 6.13394952e-05 1.05524132e-05],[1.76986366e-01 1.73494292e-04 2.98467317e-05]
[0.08093664 0.03176304 0.8873004 ],[7.43409297e-02 4.27673238e-06 2.68126813e-06],[2.10267902e-01 1.20964259e-05 7.58377151e-06]
[0.02751547 0.1148945  0.8575901 ],[5.86128135e-02 9.36273565e-06 7.12494643e-05],[1.65782072e-01 2.64818155e-05 2.01523917e-04]
[0.02706733 0.06738083 0.9055518 ],[7.88915931e-02 3.75052020e-06 4.53933812e-06],[2.23139122e-01 1.06080731e-05 1.28391871e-05]
[0.00833445 0.9756615  0.01600398],[1.23148361e-07 5.99833068e-02 1.45468680e-07],[3.48316165e-07 1.69658412e-01 4.11447560e-07]
[0.01152957 0.00821222 0.9802582 ],[6.08091751e-02 2.04704536e-07 1.54854300e-07],[1.71994320e-01 5.78991861e-07 4.37994101e-07]
[0.01487885 0.01745787 0.9676633 ],[6.31757730e-02 2.88202809e-07 2.28169789e-07],[1.78688070e-01 8.15160643e-07 6.45361620e-07]
[0.02453048 0.00891264 0.9665568 ],[6.59878972e-02 3.70343309e-07 4.41698335e-07],[1.86641958e-01 1.04748906e-06 1.24931155e-06]
[0.10908078 0.02958295 0.86133635],[6.32664565e-02 1.31395917e-05 2.82487768e-06],[1.78944562e-01 3.71643776e-05 7.98996064e-06]
[0.1336875  0.01289798 0.8534146 ],[5.39014652e-02 2.30635298e-05 2.40711310e-06],[1.52456366e-01 6.52335132e-05 6.80834399e-06]
[0.07628701 0.15799096 0.7657221 ],[0.02324757 0.00060638 0.01398427],[0.06575406 0.00171511 0.03955349]
[0.00850789 0.01014582 0.9813463 ],[6.40684144e-02 2.63652430e-07 3.25786399e-07],[1.81212841e-01 7.45721685e-07 9.21463087e-07]
[0.01124748 0.14469992 0.84405255],[6.33731588e-02 3.14212414e-06 1.48884489e-05],[1.79246361e-01 8.88726915e-06 4.21108928e-05]
[0.01565498 0.01529323 0.96905184],[6.32775523e-02 3.44198030e-07 2.55560787e-07],[1.78975945e-01 9.73539046e-07 7.22835063e-07]
[0.04049669 0.02445344 0.93504983],[7.36266736e-02 3.36900085e-06 2.15650442e-06],[2.08247681e-01 9.52897340e-06 6.09951560e-06]
[0.0200053  0.69249034 0.28750437],[0.00116605 0.00584201 0.05885883],[0.00329809 0.01652371 0.16647792]
[0.0361738  0.04375227 0.920074  ],[7.34908763e-02 7.97156993e-06 2.09546234e-05],[2.07863588e-01 2.25470046e-05 5.92686251e-05]
[0.01019635 0.00537938 0.9844244 ],[6.09329996e-02 1.45951588e-07 1.77641226e-07],[1.72344549e-01 4.12813431e-07 5.02445263e-07]
[0.00625239 0.02249167 0.9712559 ],[6.23039170e-02 2.89637864e-07 2.11998819e-07],[1.76222089e-01 8.19219590e-07 5.99623211e-07]
[0.01058414 0.03424992 0.9551659 ],[6.38683480e-02 2.45237117e-07 2.94801860e-07],[1.80646968e-01 6.93635314e-07 8.33825577e-07]
[0.01504817 0.0095408  0.97541106],[6.34975217e-02 1.94679339e-07 1.91822497e-07],[1.79598113e-01 5.50636324e-07 5.42555953e-07]
[0.04747966 0.01579748 0.9367229 ],[6.57095901e-02 1.30961107e-06 6.80317377e-07],[1.85854787e-01 3.70413946e-06 1.92422812e-06]
[0.06585763 0.05269596 0.8814465 ],[6.50793447e-02 4.63573909e-07 7.76526824e-07],[1.84072184e-01 1.31118502e-06 2.19634953e-06]
[0.25271496 0.01387013 0.7334149 ],[2.18414529e-02 2.90687869e-03 5.16073723e-05],[0.06177696 0.00822189 0.00014597]
[0.01770267 0.08776427 0.89453304],[6.69048542e-02 5.78231895e-07 8.90853571e-07],[1.89235504e-01 1.63548678e-06 2.51971440e-06]
[0.03131268 0.05860607 0.9100813 ],[4.93453537e-02 5.51837888e-06 7.53806989e-05],[1.39569737e-01 1.56083325e-05 2.13208814e-04]
[0.01848221 0.31398433 0.6675334 ],[3.96314538e-02 9.72690185e-05 1.69165118e-03],[0.11209468 0.00027512 0.00478471]
[0.02907682 0.26756066 0.7033625 ],[0.05112687 0.00013066 0.00124153],[0.14460863 0.00036957 0.00351158]
[0.6951677  0.02384495 0.2809873 ],[2.62195588e-05 1.46804580e-03 2.49449982e-02],[7.41601113e-05 4.15226056e-03 7.05551095e-02]
[0.01655017 0.01403064 0.9694193 ],[6.62994130e-02 3.43609649e-07 3.25907345e-07],[1.87523058e-01 9.71874851e-07 9.21805173e-07]
[0.38453558 0.08068143 0.534783  ],[0.00652034 0.03735453 0.00049726],[0.01844231 0.10565457 0.00140647]
[0.01838552 0.10182899 0.87978554],[5.80971494e-02 1.29494222e-06 7.63553441e-06],[1.64323553e-01 3.66264971e-06 2.15965526e-05]
[0.9322655  0.00910661 0.05862786],[2.36286833e-07 3.40507150e-07 6.24211373e-02],[6.68320087e-07 9.63099659e-07 1.76553638e-01]
[0.01607242 0.03266888 0.95125866],[6.55759646e-02 6.91956339e-07 1.38126591e-06],[1.85476837e-01 1.95714808e-06 3.90680996e-06]
[0.02304602 0.610042   0.36691195],[0.00496248 0.00084404 0.05619071],[0.01403601 0.00238729 0.15893134]
[0.02708689 0.01284881 0.9600643 ],[6.15132150e-02 2.12384777e-07 1.66811756e-07],[1.73985646e-01 6.00714863e-07 4.71814897e-07]
[0.0144111  0.01834572 0.9672432 ],[6.85139988e-02 8.80985694e-07 1.43542146e-06],[1.93786853e-01 2.49180383e-06 4.05998498e-06]
[0.00936816 0.00716674 0.9834651 ],[6.11777213e-02 1.32294446e-07 1.34613473e-07],[1.73036726e-01 3.74185199e-07 3.80744398e-07]
[0.03829055 0.08596916 0.87574035],[7.05496874e-02 1.38430656e-06 2.38822168e-06],[1.99544649e-01 3.91541021e-06 6.75491097e-06]
[0.02715513 0.14136611 0.8314788 ],[2.48003006e-02 7.31843709e-05 3.09073441e-03],[0.07014584 0.000207   0.00874192]
[0.18396375 0.1311224  0.6849138 ],[0.08486561 0.00076533 0.00036536],[0.2400362  0.00216467 0.0010334 ]
[0.02484803 0.02105672 0.9540953 ],[6.76435821e-02 5.22617997e-07 6.69916847e-07],[1.91324942e-01 1.47818692e-06 1.89481098e-06]
[0.00282902 0.00641744 0.99075353],[5.90862718e-02 9.66805329e-08 1.04121340e-07],[1.67121214e-01 2.73453842e-07 2.94499623e-07]
[0.17648913 0.04418373 0.7793271 ],[4.50765258e-02 2.87730613e-04 1.66393859e-05],[1.27495668e-01 8.13825069e-04 4.70632905e-05]
[0.0152986  0.02250579 0.96219563],[6.39955572e-02 3.21698722e-07 4.59720700e-07],[1.81006770e-01 9.09901393e-07 1.30028650e-06]
[0.06911117 0.01009793 0.9207909 ],[7.18629537e-02 8.41770519e-07 8.75434329e-07],[2.03259127e-01 2.38088657e-06 2.47610220e-06]
[0.01326487 0.01744598 0.96928924],[6.80558855e-02 8.73458333e-07 6.22117488e-07],[1.92491113e-01 2.47051324e-06 1.75961398e-06]
[0.02906221 0.03101677 0.93992114],[6.74338173e-02 9.39653737e-07 1.85847893e-06],[1.90731638e-01 2.65774212e-06 5.25657221e-06]
[0.9681569  0.00593839 0.02590472],[2.09564388e-07 2.96142754e-07 6.20085385e-02],[5.92737599e-07 8.37618200e-07 1.75386632e-01]
[0.00470681 0.01168684 0.98360634],[5.92119533e-02 1.09472862e-07 1.29326278e-07],[1.67476695e-01 3.09636013e-07 3.65789951e-07]
[0.27032298 0.07034959 0.65932745],[0.06641754 0.00024317 0.0011016 ],[0.18785716 0.0006878  0.0031158 ]
[0.02149849 0.08827983 0.8902217 ],[6.20012286e-02 8.78085718e-07 3.91266822e-07],[1.75365957e-01 2.48360146e-06 1.10666969e-06]
[0.01579958 0.03145373 0.9527467 ],[6.66955922e-02 4.71655893e-07 4.06655712e-07],[1.88643622e-01 1.33404432e-06 1.15019605e-06]
[0.3045331  0.02079377 0.67467314],[0.01724511 0.01665868 0.000477  ],[0.04877654 0.04711785 0.00134916]
[0.01777665 0.06665093 0.9155725 ],[6.52137006e-02 1.09350072e-06 5.83058239e-07],[1.84452200e-01 3.09288709e-06 1.64913774e-06]
[0.01405794 0.01296877 0.9729733 ],[6.34103329e-02 2.27335438e-07 2.04980794e-07],[1.79351505e-01 6.43001720e-07 5.79773237e-07]
[0.01475798 0.02934751 0.95589453],[6.27180602e-02 3.11842695e-07 5.43921023e-07],[1.77393463e-01 8.82024336e-07 1.53844097e-06]
[0.03854029 0.01570588 0.9457539 ],[6.61507155e-02 1.22681365e-06 6.73996789e-07],[1.87102478e-01 3.46995302e-06 1.90635080e-06]
[0.06943486 0.1331201  0.797445  ],[0.08943248 0.00240816 0.0013627 ],[0.25295326 0.00681129 0.0038543 ]
[0.00216297 0.98578435 0.01205269],[2.20449912e-07 6.05905405e-02 3.93048495e-07],[6.23526511e-07 1.71375928e-01 1.11170902e-06]
[0.01930265 0.08041834 0.900279  ],[6.82556269e-02 1.37600403e-06 3.07976548e-06],[1.93056066e-01 3.89192711e-06 8.71089222e-06]
[0.00900863 0.00431754 0.98667383],[6.01715063e-02 1.11511179e-07 1.09485794e-07],[1.70190720e-01 3.15401243e-07 3.09672590e-07]
[0.01381574 0.0138891  0.97229517],[6.08277385e-02 2.20603068e-07 1.61186151e-07],[1.72046825e-01 6.23959702e-07 4.55903282e-07]
[0.23972286 0.03429442 0.7259827 ],[0.06116687 0.00381115 0.00079228],[0.17300604 0.01077955 0.00224091]
[0.03708065 0.02921673 0.9337026 ],[6.46636345e-02 7.76214904e-07 1.90214050e-06],[1.82896378e-01 2.19546729e-06 5.38006580e-06]
[0.17496175 0.0463752  0.77866304],[5.63733255e-02 3.98265821e-04 4.79051530e-05],[1.59447843e-01 1.12646585e-03 1.35496234e-04]
[0.06908295 0.05738391 0.8735332 ],[7.11772491e-02 1.89592320e-05 6.39175094e-06],[2.01319662e-01 5.36248062e-05 1.80786017e-05]
[0.06888212 0.0761823  0.8549355 ],[6.95788907e-02 6.53650289e-06 2.19320505e-05],[1.96798822e-01 1.84880221e-05 6.20332065e-05]
[0.0864008  0.09637602 0.8172232 ],[4.97751266e-02 1.77878200e-04 1.35272128e-05],[1.40785318e-01 5.03115527e-04 3.82607356e-05]
[0.02090968 0.34653625 0.63255405],[0.00703972 0.00064838 0.04048514],[0.01991133 0.00183388 0.11450927]
[0.02403714 0.01219466 0.9637681 ],[6.39912029e-02 6.79037211e-07 3.92174147e-07],[1.80994454e-01 1.92060727e-06 1.10923600e-06]
[0.01958529 0.01904365 0.961371  ],[6.42232153e-02 2.17440454e-07 2.20526323e-07],[1.81650684e-01 6.15014478e-07 6.23742633e-07]
[0.01705754 0.01109536 0.9718471 ],[6.33841098e-02 1.86532593e-07 1.86930276e-07],[1.79277335e-01 5.27593846e-07 5.28718664e-07]
[0.00604325 0.01155305 0.98240364],[6.18798766e-02 2.22837572e-07 1.76768911e-07],[1.75022721e-01 6.30279833e-07 4.99977982e-07]
[0.01035279 0.8401574  0.14948983],[6.71057738e-06 3.82176616e-02 1.98489327e-04],[1.89803791e-05 1.08095871e-01 5.61412597e-04]
[0.02991516 0.2927196  0.67736524],[5.89403617e-02 2.07672332e-05 1.57222014e-04],[1.66708518e-01 5.87386057e-05 4.44691009e-04]
[0.11781146 0.03315812 0.8490304 ],[7.10923603e-02 9.49054851e-05 2.57790402e-05],[2.01079560e-01 2.68433248e-04 7.29141365e-05]
[0.021129   0.20059808 0.77827287],[1.94344943e-02 4.34912182e-05 3.09818340e-03],[0.05496905 0.00012301 0.00876299]
[0.07179279 0.06716102 0.8610462 ],[8.41321515e-02 1.00499980e-05 1.19414097e-05],[2.37961659e-01 2.84256870e-05 3.37754072e-05]
[0.01328045 0.00582605 0.9808935 ],[6.01564943e-02 1.55359104e-07 1.28591194e-07],[1.70148260e-01 4.39421904e-07 3.63710822e-07]
[0.0393682  0.04746402 0.91316783],[6.30320281e-02 5.41220960e-07 1.28954539e-06],[1.78281498e-01 1.53080404e-06 3.64738517e-06]
[0.12060679 0.23775636 0.6416368 ],[0.00874016 0.00144432 0.05167044],[0.02472091 0.00408514 0.14614606]
[0.0997251  0.04336339 0.8569115 ],[6.24278529e-02 8.68404258e-06 1.96792904e-06],[1.76572633e-01 2.45621816e-05 5.56614386e-06]
[0.24480058 0.0057052  0.7494942 ],[0.00989074 0.01570643 0.00017154],[0.02797523 0.04442449 0.00048519]
[0.08360076 0.09909003 0.81730926],[6.07970684e-02 3.46424548e-04 5.35716494e-05],[1.71960077e-01 9.79836588e-04 1.51523506e-04]
[0.00980564 0.01025324 0.9799412 ],[5.96618403e-02 4.42833826e-07 2.16245732e-07],[1.68749167e-01 1.25252320e-06 6.11635294e-07]
[0.173115   0.05231571 0.7745692 ],[4.48590507e-02 2.37249776e-04 1.33693470e-05],[1.26880556e-01 6.71043702e-04 3.78142237e-05]
[0.00826609 0.00390879 0.9878251 ],[6.18949451e-02 2.45083079e-07 1.86124447e-07],[1.75065342e-01 6.93199628e-07 5.26439433e-07]
[0.010295   0.05586199 0.933843  ],[6.31910110e-02 1.37219695e-06 5.10156834e-06],[1.78731170e-01 3.88115907e-06 1.44294143e-05]
[0.01818611 0.01992103 0.96189284],[6.17517453e-02 1.92081250e-07 1.62313583e-07],[1.74660311e-01 5.43287817e-07 4.59092140e-07]
[0.01574565 0.02027049 0.9639839 ],[6.47478039e-02 2.45755895e-07 2.58586882e-07],[1.83134445e-01 6.95102640e-07 7.31394150e-07]
[0.00727194 0.01102002 0.98170805],[5.93705823e-02 1.20002194e-07 1.07788069e-07],[1.67925366e-01 3.39417460e-07 3.04870697e-07]
[0.01665039 0.01811417 0.96523553],[5.98207544e-02 2.25802221e-07 1.50763743e-07],[1.69198644e-01 6.38665127e-07 4.26424261e-07]
[0.01149395 0.01975957 0.9687464 ],[6.26515032e-02 3.58729997e-07 2.48763719e-07],[1.77205211e-01 1.01464166e-06 7.03610051e-07]
[0.01864812 0.01624541 0.9651065 ],[5.94781225e-02 3.00589401e-07 1.74146454e-07],[1.68229535e-01 8.50195217e-07 4.92560554e-07]
[0.00781269 0.01107005 0.9811172 ],[6.46178634e-02 5.74639639e-07 3.77690284e-07],[1.82766917e-01 1.62532634e-06 1.06826945e-06]
[0.3336327  0.02498716 0.64138013],[2.45982961e-02 3.34932077e-03 8.14499772e-05],[0.06957449 0.00947331 0.00023038]
[0.12943286 0.02174494 0.8488222 ],[6.41474062e-02 9.92427258e-05 1.78178792e-05],[1.81436264e-01 2.80700818e-04 5.03965730e-05]
[0.01770107 0.01745658 0.9648424 ],[6.41253968e-02 2.32893455e-07 2.57901018e-07],[1.81374012e-01 6.58722164e-07 7.29454234e-07]
[0.01860831 0.01887217 0.9625195 ],[6.51066076e-02 2.91274343e-07 2.69729926e-07],[1.84149295e-01 8.23848253e-07 7.62911439e-07]
[0.08879897 0.01780077 0.8934002 ],[6.60677032e-02 4.88576416e-06 1.62182017e-06],[1.86867684e-01 1.38190279e-05 4.58720016e-06]
[0.02557824 0.22506487 0.7493569 ],[4.71785642e-02 6.89422267e-06 1.11107203e-04],[1.33441131e-01 1.94998064e-05 3.14258626e-04]
[0.07538653 0.07784753 0.8467659 ],[7.93821820e-02 2.03637625e-05 1.12720578e-05],[2.24526717e-01 5.75974182e-05 3.18821941e-05]
[0.34031275 0.01268658 0.64700073],[6.02590179e-02 2.66940098e-05 4.20056944e-06],[1.70438241e-01 7.55020614e-05 1.18810045e-05]
[0.00983629 0.78041464 0.20974909],[6.23001428e-07 5.62629359e-02 3.52623803e-06],[1.76211414e-06 1.59135614e-01 9.97370728e-06]
[0.02085618 0.26251528 0.71662855],[0.01257503 0.00016921 0.01233356],[0.03556755 0.00047859 0.03488457]
[0.00767495 0.937641   0.05468406],[6.61037475e-07 6.24866419e-02 1.91742577e-06],[1.86969632e-06 1.76738913e-01 5.42329904e-06]
[0.04830014 0.02653035 0.9251696 ],[6.85718929e-02 5.14578278e-07 4.93683135e-07],[1.93950602e-01 1.45544716e-06 1.39634677e-06]
