[0.11976594 0.16781613 0.7124179 ],[0.04925735 0.00233998 0.00025277],[0.13932083 0.00661847 0.00071493]
[0.01635787 0.04199622 0.941646  ],[6.52388033e-02 5.26204996e-07 3.81343989e-07],[1.84523201e-01 1.48833248e-06 1.07860368e-06]
[0.01798588 0.03132783 0.9506862 ],[6.23086277e-02 2.49065882e-07 3.75172423e-07],[1.76235413e-01 7.04464697e-07 1.06114786e-06]
[0.01294213 0.0150754  0.9719824 ],[6.41586280e-02 3.60638251e-07 2.82433807e-07],[1.81468004e-01 1.02003901e-06 7.98843440e-07]
[0.00647345 0.02725279 0.9662737 ],[6.22359300e-02 2.62028518e-07 1.99008180e-07],[1.76029792e-01 7.41128568e-07 5.62880134e-07]
[0.00961931 0.01475451 0.9756261 ],[6.42020736e-02 2.66569356e-07 2.38306695e-07],[1.81590886e-01 7.53971996e-07 6.74033119e-07]
[0.05574778 0.05889348 0.8853587 ],[7.29244114e-02 1.10438603e-06 1.04209826e-06],[2.06261383e-01 3.12367542e-06 2.94749898e-06]
[0.0485118  0.01872143 0.93276674],[7.54060261e-02 1.87713650e-06 2.13384556e-06],[2.13280450e-01 5.30934379e-06 6.03542665e-06]
[0.05616613 0.51233494 0.43149891],[0.00138611 0.00423573 0.07392606],[0.00392051 0.01198045 0.20909447]
[0.8027811  0.01261058 0.1846084 ],[1.74951840e-06 1.69512525e-05 5.34559025e-02],[4.94838531e-06 4.79453823e-05 1.51196125e-01]
[0.02095551 0.05495136 0.9240931 ],[7.02845578e-02 8.38434155e-06 2.80173439e-05],[1.98794750e-01 2.37144991e-05 7.92450153e-05]
[0.0269267  0.29235655 0.68071675],[0.04695731 0.00079788 0.00638337],[0.13281534 0.00225675 0.0180549 ]
[0.02533627 0.04862961 0.92603415],[6.18617350e-02 1.33353401e-06 5.56462443e-06],[1.74971409e-01 3.77180377e-06 1.57391347e-05]
[0.02599281 0.05462291 0.91938424],[7.21983305e-02 1.25853233e-06 1.06770212e-06],[2.04207716e-01 3.55966698e-06 3.01991764e-06]
[0.07864811 0.03434219 0.88700974],[6.39905483e-02 3.68511499e-07 2.82458812e-07],[1.80992603e-01 1.04230792e-06 7.98914167e-07]
[0.04737433 0.02326618 0.9293595 ],[7.46858900e-02 1.60053302e-06 1.79772198e-06],[2.11243597e-01 4.52699102e-06 5.08472561e-06]
[0.0823757 0.3795472 0.5380771],[0.00255759 0.00524491 0.08502816],[0.00723396 0.01483484 0.24049594]
[0.00605345 0.07753045 0.9164161 ],[6.38097509e-02 2.94791979e-07 4.03252139e-07],[1.80481230e-01 8.33797630e-07 1.14056929e-06]
[0.94668734 0.00834277 0.04496992],[2.30075489e-07 4.89299157e-07 5.97756025e-02],[6.50751754e-07 1.38394701e-06 1.69070935e-01]
[0.08412414 0.05982345 0.85605246],[8.31301997e-02 3.13290783e-05 1.94033294e-05],[2.35127712e-01 8.86120150e-05 5.48809032e-05]
[0.01448989 0.02589317 0.95961696],[6.43466505e-02 4.33901990e-07 7.68825780e-07],[1.81999812e-01 1.22726016e-06 2.17456769e-06]
[0.00748695 0.23373975 0.7587733 ],[2.16382572e-02 3.68340996e-05 2.34230901e-03],[0.06120223 0.00010418 0.00662505]
[0.01322521 0.3933945  0.5933803 ],[0.00624222 0.00072043 0.04586148],[0.01765567 0.00203768 0.12971584]
[0.30345005 0.00708709 0.68946284],[0.00436225 0.04977037 0.00051639],[0.01233832 0.14077188 0.00146057]
[0.00987954 0.7672912  0.22282927],[4.68355421e-06 4.44657085e-02 9.32207645e-05],[1.32470918e-05 1.25768016e-01 2.63668139e-04]
[0.06011214 0.05777501 0.8821128 ],[5.92308198e-02 1.33127451e-05 2.18981658e-06],[1.67530057e-01 3.76541294e-05 6.19373662e-06]
[0.02228598 0.07227115 0.90544283],[6.32831725e-02 4.16139842e-07 8.24953392e-07],[1.78991842e-01 1.17702122e-06 2.33332055e-06]
[0.04725176 0.06664358 0.88610464],[8.06372276e-02 1.33201977e-05 8.79964806e-06],[2.28076522e-01 3.76752084e-05 2.48891633e-05]
[0.01759151 0.01331452 0.9690939 ],[6.31964309e-02 4.38759026e-07 2.92811385e-07],[1.78746499e-01 1.24099793e-06 8.28195664e-07]
[0.10804236 0.0223385  0.86961913],[7.29936957e-02 2.88909923e-06 1.86935155e-06],[2.06457349e-01 8.17160662e-06 5.28732463e-06]
[0.01611169 0.3724517  0.61143667],[0.00600064 0.0012284  0.05973936],[0.01697238 0.00347445 0.16896841]
[0.00194138 0.11338212 0.8846765 ],[5.99946953e-02 2.40021618e-07 5.12589550e-07],[1.69690624e-01 6.78883656e-07 1.44982219e-06]
[0.0139204 0.0501388 0.9359408],[6.16538703e-02 3.16602784e-07 2.11300560e-07],[1.74383479e-01 8.95487902e-07 5.97648236e-07]
[0.01805313 0.02487132 0.95707554],[6.41896734e-02 4.90271751e-07 3.36950979e-07],[1.81555813e-01 1.38669792e-06 9.53041288e-07]
[0.11357731 0.09571139 0.7907113 ],[0.02344861 0.00465709 0.00011559],[0.06632268 0.01317224 0.00032693]
[0.00999498 0.08952843 0.9004765 ],[6.73795396e-02 1.21021698e-06 2.77778985e-06],[1.90578117e-01 3.42301055e-06 7.85677617e-06]
[0.00498731 0.01231611 0.98269665],[5.96356933e-02 1.28758244e-07 1.13489608e-07],[1.68675213e-01 3.64183310e-07 3.20997085e-07]
[0.15993823 0.03135035 0.8087114 ],[7.75227056e-02 2.34088672e-06 2.41656562e-06],[2.19267323e-01 6.62102750e-06 6.83507974e-06]
[0.04022863 0.05228154 0.9074899 ],[6.70162536e-02 4.79521284e-07 6.21654570e-07],[1.89550590e-01 1.35629101e-06 1.75830465e-06]
[0.08270191 0.0898964  0.8274017 ],[6.83175111e-02 4.01628736e-06 1.30767160e-05],[1.93231101e-01 1.13597761e-05 3.69865383e-05]
[0.03170896 0.00792984 0.9603612 ],[6.20200882e-02 1.69976685e-07 1.57391860e-07],[1.75419300e-01 4.80766667e-07 4.45171405e-07]
[0.03612283 0.0385011  0.92537606],[7.79888184e-02 3.96104653e-06 3.22308229e-06],[2.20585689e-01 1.12035314e-05 9.11625337e-06]
[0.7147477  0.02125845 0.2639938 ],[8.35135430e-05 4.74025738e-03 1.96706077e-02],[0.00023621 0.01340747 0.05563688]
[0.07311643 0.01600019 0.91088337],[6.07441285e-02 1.97546548e-06 5.86993441e-07],[1.71810341e-01 5.58746016e-06 1.66026817e-06]
[0.25532684 0.02937174 0.71530145],[3.03110100e-02 8.41754848e-04 2.05060351e-05],[8.57324828e-02 2.38084224e-03 5.79998259e-05]
[0.01209312 0.01256118 0.97534573],[6.14686491e-02 1.37442607e-07 1.38615138e-07],[1.73859594e-01 3.88746399e-07 3.92062816e-07]
[0.0689037  0.10884334 0.8222529 ],[3.71271893e-02 4.28912241e-05 1.00891902e-03],[0.10501155 0.00012131 0.00285365]
[0.02196261 0.0143288  0.9637086 ],[6.36122050e-02 5.81732852e-07 3.49002621e-07],[1.79922486e-01 1.64538898e-06 9.87128479e-07]
[0.01008336 0.01911933 0.9707973 ],[6.05965350e-02 1.73437211e-07 1.40364199e-07],[1.71392883e-01 4.90554512e-07 3.97009908e-07]
[0.16626869 0.0417391  0.7919922 ],[0.02442049 0.00622601 0.00019553],[0.06907159 0.01760981 0.00055305]
[0.0488022  0.01890503 0.93229276],[6.65503737e-02 2.10087399e-06 6.69359715e-06],[1.88232882e-01 5.94216897e-06 1.89323517e-05]
[0.05039361 0.101349   0.84825736],[4.02596111e-02 4.28657987e-05 8.36947627e-04],[0.11387138 0.00012124 0.00236725]
[0.0104162  0.6214733  0.36811057],[0.00745397 0.00078439 0.04273028],[0.02108302 0.0022186  0.12085949]
[0.00900229 0.2092063  0.78179145],[4.10752349e-02 3.96998359e-06 9.99656972e-05],[1.16178309e-01 1.12288093e-05 2.82745690e-04]
[0.01503403 0.00363175 0.98133427],[5.95392915e-02 1.80221461e-07 1.30868307e-07],[1.68402547e-01 5.09743268e-07 3.70151470e-07]
[0.03199455 0.03231902 0.93568647],[6.61962886e-02 5.20962354e-07 8.17307233e-07],[1.87231378e-01 1.47350405e-06 2.31169395e-06]
[0.02530118 0.05595537 0.91874343],[6.75216764e-02 5.99809934e-07 4.92040908e-07],[1.90980141e-01 1.69651869e-06 1.39170185e-06]
[0.09388273 0.04576904 0.8603483 ],[6.53081583e-02 8.11506317e-06 3.87107398e-05],[1.84719366e-01 2.29528648e-05 1.09490507e-04]
[0.03105025 0.0192384  0.94971126],[6.65675683e-02 6.68333128e-07 1.16190564e-06],[1.88281516e-01 1.89033155e-06 3.28636542e-06]
[0.14019391 0.05000996 0.80979615],[7.21914882e-02 1.44893408e-05 5.57579345e-06],[2.04188363e-01 4.09820445e-05 1.57707254e-05]
[0.05138366 0.05755268 0.8910636 ],[6.41727631e-02 5.11697354e-06 1.46758983e-06],[1.81507984e-01 1.44729867e-05 4.15097090e-06]
[0.0468935  0.01123162 0.94187486],[6.21183361e-02 7.79048512e-07 2.50276095e-06],[1.75697187e-01 2.20348194e-06 7.07887696e-06]
[0.03222758 0.04421161 0.92356074],[6.94336581e-02 1.17584316e-06 8.18971414e-07],[1.96388042e-01 3.32578667e-06 2.31640096e-06]
[0.00926927 0.00568685 0.9850439 ],[6.02957911e-02 1.13321127e-07 1.11571744e-07],[1.70542251e-01 3.20520548e-07 3.15572547e-07]
[0.00353746 0.44947863 0.54698396],[0.00418914 0.00050234 0.04940218],[0.01184867 0.00142083 0.13973048]
[0.00511457 0.02098071 0.97390467],[6.34391528e-02 3.82559978e-07 2.77170285e-07],[1.79433020e-01 1.08204302e-06 7.83955953e-07]
[0.3092422  0.01892319 0.67183465],[2.04529823e-02 3.33421477e-03 5.40205818e-05],[0.05784977 0.00943058 0.00015279]
[0.08848383 0.07401358 0.8375026 ],[4.21680321e-02 4.70952985e-04 2.42050687e-05],[1.19269206e-01 1.33205620e-03 6.84622728e-05]
[0.03230751 0.06171599 0.90597653],[6.71921952e-02 4.60151219e-07 4.15321223e-07],[1.90048227e-01 1.30150419e-06 1.17470581e-06]
[0.00643633 0.01031499 0.9832486 ],[5.91316681e-02 1.99950253e-07 4.13621697e-07],[1.67249614e-01 5.65544719e-07 1.16989883e-06]
[0.03115376 0.02729784 0.94154835],[6.34325825e-02 2.66559343e-07 3.61174222e-07],[1.79414437e-01 7.53943676e-07 1.02155497e-06]
[0.02297411 0.2607997  0.71622616],[3.99682185e-02 3.51123084e-05 7.21536701e-04],[1.13047193e-01 9.93126054e-05 2.04081398e-03]
[0.01701238 0.05461184 0.92837584],[6.11300709e-02 8.51440070e-07 3.18574570e-06],[1.72901951e-01 2.40823619e-06 9.01064955e-06]
[0.00704264 0.01011371 0.98284364],[6.12733454e-02 2.06327477e-07 1.61360933e-07],[1.73307192e-01 5.83582231e-07 4.56397640e-07]
[0.01084601 0.01151226 0.97764176],[6.20242388e-02 1.52527763e-07 1.50475406e-07],[1.75431039e-01 4.31413663e-07 4.25608719e-07]
[0.09364627 0.01586198 0.8904918 ],[5.73987000e-02 8.06363724e-06 1.27371972e-06],[1.62348040e-01 2.28074103e-05 3.60262340e-06]
[0.00404333 0.92956364 0.06639308],[5.23623692e-07 5.47074022e-02 3.26891111e-06],[1.48103145e-06 1.54735900e-01 9.24587686e-06]
[0.01451635 0.55159295 0.43389067],[0.00074    0.00362125 0.06210165],[0.00209303 0.01024243 0.17565   ]
[0.02335012 0.3630631  0.61358684],[0.00853181 0.00063319 0.03535483],[0.02413159 0.00179093 0.09999857]
[0.10519753 0.23628005 0.6585224 ],[0.05141187 0.00019828 0.00175231],[0.14541471 0.00056081 0.00495628]
[0.39686897 0.02984812 0.5732829 ],[0.00186677 0.09983658 0.00254154],[0.00528004 0.28238049 0.00718857]
[0.988223   0.00328803 0.00848893],[1.08047104e-07 1.17700226e-07 5.95583010e-02],[3.05603361e-07 3.32906511e-07 1.68456314e-01]
[0.02986607 0.01220871 0.95792526],[6.56502592e-02 2.75553736e-07 2.74026444e-07],[1.85686974e-01 7.79383661e-07 7.75063827e-07]
[0.01871061 0.01958682 0.96170264],[6.74047478e-02 4.81220438e-07 5.86410462e-07],[1.90649417e-01 1.36109694e-06 1.65861926e-06]
[0.01332989 0.01813763 0.9685325 ],[6.13718306e-02 1.52008472e-07 1.79191647e-07],[1.73585750e-01 4.29944884e-07 5.06830514e-07]
[0.46839017 0.03010753 0.50150234],[0.00593678 0.03689428 0.00041145],[0.01679174 0.10435279 0.00116374]
[0.01017232 0.01118888 0.9786388 ],[5.98200617e-02 1.62333250e-07 1.27455424e-07],[1.69196685e-01 4.59147767e-07 3.60498379e-07]
[0.15893021 0.01446615 0.8266036 ],[8.22344586e-02 5.21834185e-06 5.28391813e-06],[2.32594173e-01 1.47596996e-05 1.49451774e-05]
[0.03141309 0.02671124 0.94187564],[6.98012637e-02 1.04913677e-06 7.85917885e-07],[1.97427788e-01 2.96740690e-06 2.22291146e-06]
[0.01556781 0.2953943  0.6890379 ],[0.00185539 0.00154463 0.10411162],[0.00524784 0.00436888 0.29447214]
[0.10473827 0.03611388 0.85914785],[6.99690443e-02 1.17026203e-06 1.94515836e-06],[1.97902343e-01 3.31000088e-06 5.50173866e-06]
[0.06967136 0.01328086 0.91704786],[6.62313795e-02 4.15276663e-07 5.26020305e-07],[1.87330630e-01 1.17457978e-06 1.48781010e-06]
[0.02467163 0.02485134 0.950477  ],[7.01791138e-02 7.39653104e-07 6.69702783e-07],[1.98496509e-01 2.09205490e-06 1.89420552e-06]
[0.01567888 0.0123925  0.9719286 ],[6.09872927e-02 1.43728216e-07 1.69538738e-07],[1.72498113e-01 4.06524784e-07 4.79527965e-07]
[0.06380366 0.04269093 0.89350533],[8.18407533e-02 9.25119950e-06 1.28515564e-05],[2.31480606e-01 2.61663436e-05 3.63496908e-05]
[0.04859319 0.02828007 0.92312664],[6.76111478e-02 4.22334742e-07 4.49896652e-07],[1.91233204e-01 1.19454304e-06 1.27249989e-06]
[0.03433705 0.17623045 0.7894325 ],[0.04393576 0.00013232 0.00174532],[0.1242691  0.00037426 0.0049365 ]
[0.5277165 0.0107889 0.4614946],[0.00400355 0.06758056 0.00103247],[0.01132374 0.1911467  0.00292027]
[0.09054819 0.02019228 0.8892595 ],[7.24713172e-02 1.85304570e-06 3.03177442e-06],[2.04979839e-01 5.24120472e-06 8.57515301e-06]
[0.04684033 0.03133187 0.9218278 ],[6.82946632e-02 7.33690138e-07 1.11619829e-06],[1.93166478e-01 2.07518909e-06 3.15708553e-06]
[0.0299265 0.0153997 0.9546738],[7.09676766e-02 9.54178195e-07 8.21816679e-07],[2.00726902e-01 2.69882349e-06 2.32444859e-06]
[0.16792442 0.01720428 0.81487125],[4.55542569e-02 2.46283916e-04 1.46105684e-05],[1.28846896e-01 6.96596109e-04 4.13249279e-05]
[0.05001417 0.06791819 0.8820676 ],[6.50885580e-02 6.83393191e-06 3.21335598e-05],[1.84098243e-01 1.93292784e-05 9.08874323e-05]
[0.21565256 0.02966429 0.75468314],[5.80246741e-02 3.37439788e-04 4.47290992e-05],[1.64118562e-01 9.54423848e-04 1.26512998e-04]
[0.02374652 0.0127087  0.9635447 ],[6.23241231e-02 1.65965664e-07 1.79593181e-07],[1.76279240e-01 4.69421787e-07 5.07966223e-07]
[0.0105745  0.36362132 0.6258041 ],[0.00593833 0.00037263 0.03500103],[0.01679613 0.00105396 0.09899786]
[0.29441303 0.02714898 0.678438  ],[8.51362473e-02 1.54303931e-05 1.28531477e-05],[2.40801671e-01 4.36437423e-05 3.63541915e-05]
[0.12528518 0.02859391 0.84612083],[6.75692674e-02 2.69499425e-05 6.95374298e-06],[1.91114749e-01 7.62259483e-05 1.96681553e-05]
[0.13762295 0.0143288  0.8480482 ],[7.18864047e-02 9.93161802e-07 9.00772492e-07],[2.03325457e-01 2.80908578e-06 2.54776935e-06]
[0.03772415 0.04228575 0.9199901 ],[5.97534053e-02 1.97147289e-04 2.75084458e-05],[1.69008152e-01 5.57616740e-04 7.78056342e-05]
[0.01554235 0.1380719  0.8463858 ],[7.57833561e-02 1.90177589e-06 2.08165903e-06],[2.14347700e-01 5.37903451e-06 5.88782087e-06]
[0.59942126 0.02289894 0.37767982],[0.0057181  0.04516554 0.00061791],[0.01617323 0.12774743 0.00174772]
[0.04631576 0.02476977 0.9289144 ],[6.12616510e-02 2.38553202e-06 7.04087730e-07],[1.73274115e-01 6.74730348e-06 1.99146084e-06]
[0.02582969 0.14715442 0.82701594],[4.02734181e-02 2.61723107e-05 5.62655452e-04],[1.13910428e-01 7.40264735e-05 1.59142994e-03]
[0.0329552  0.02797905 0.9390658 ],[7.04450429e-02 1.05320771e-06 8.29243498e-07],[1.99248670e-01 2.97892127e-06 2.34545480e-06]
[0.13216044 0.09102441 0.7768151 ],[0.02394149 0.00597481 0.00017666],[0.06771676 0.0168993  0.00049966]
[0.00668316 0.0131762  0.9801406 ],[6.02178389e-02 1.52316503e-07 2.16953399e-07],[1.70321769e-01 4.30816129e-07 6.13636877e-07]
[0.01771477 0.48926583 0.49301934],[0.01118552 0.00015076 0.01327334],[0.03163743 0.0004264  0.03754267]
[0.7612594  0.01648389 0.22225676],[2.05390229e-06 3.33088349e-05 4.70871479e-02],[5.80931295e-06 9.42116120e-05 1.33182566e-01]
[0.02010582 0.14534087 0.83455336],[6.95247060e-02 2.70520753e-05 7.85436277e-06],[1.96645564e-01 7.65148235e-05 2.22154927e-05]
[0.00586626 0.01545682 0.9786769 ],[5.92592665e-02 1.20739477e-07 1.60228449e-07],[1.67610517e-01 3.41502812e-07 4.53194491e-07]
[0.02080435 0.07619174 0.9030039 ],[7.78595344e-02 4.13432603e-06 3.27899805e-06],[2.20220019e-01 1.16936399e-05 9.27440703e-06]
[0.01158231 0.01286461 0.97555304],[6.02674061e-02 1.49528766e-07 1.27674054e-07],[1.70461966e-01 4.22931219e-07 3.61116758e-07]
[0.00845794 0.3011886  0.69035345],[0.01530007 0.00019951 0.01122342],[0.04327513 0.00056429 0.03174464]
[0.05237387 0.14943558 0.79819053],[5.81186267e-02 1.01548260e-05 7.97665785e-05],[1.64384300e-01 2.87221852e-05 2.25613954e-04]
[0.05425389 0.05752236 0.88822377],[6.04076845e-02 5.41394329e-06 3.51151486e-05],[1.70858733e-01 1.53129441e-05 9.93206388e-05]
[0.04131257 0.07270314 0.88598436],[6.78800189e-02 1.24633576e-06 2.76471913e-06],[1.91993687e-01 3.52516987e-06 7.81980657e-06]
[0.00412887 0.01405096 0.9818201 ],[5.94946063e-02 9.81927368e-08 1.01329273e-07],[1.68276158e-01 2.77731000e-07 2.86602465e-07]
[0.01842492 0.04114468 0.9404304 ],[6.32428086e-02 1.92057105e-07 2.04763638e-07],[1.78877675e-01 5.43219524e-07 5.79159028e-07]
[0.02651981 0.37616086 0.5973193 ],[0.01476533 0.00017108 0.01054352],[0.04176266 0.00048388 0.02982157]
[0.01599009 0.01304186 0.9709681 ],[6.41246976e-02 2.79043508e-07 3.54845942e-07],[1.81372034e-01 7.89254226e-07 1.00365589e-06]
[0.02791992 0.02614274 0.94593734],[5.97373700e-02 1.64685678e-07 2.65961119e-07],[1.68962798e-01 4.65801439e-07 7.52251643e-07]
[0.00772284 0.01263602 0.9796411 ],[6.28229975e-02 1.92947925e-07 1.79660808e-07],[1.77690270e-01 5.45739143e-07 5.08157502e-07]
[0.05627032 0.1799971  0.76373255],[0.05220793 0.00014398 0.00128262],[0.14766633 0.00040724 0.00362781]
[0.30309165 0.02957633 0.6673321 ],[0.00994144 0.02296231 0.00034393],[0.02811863 0.06494721 0.00097279]
[0.05179054 0.02085723 0.9273522 ],[6.92296904e-02 5.17233484e-07 5.16871020e-07],[1.95811134e-01 1.46295722e-06 1.46193201e-06]
[0.01819209 0.46534482 0.51646304],[0.01948553 0.00058392 0.01666852],[0.0551134  0.00165157 0.0471457 ]
[0.01357986 0.01071576 0.9757043 ],[6.12640511e-02 1.89858327e-07 1.54809234e-07],[1.73280904e-01 5.37000443e-07 4.37866637e-07]
[0.06459858 0.10015795 0.83524346],[7.76178266e-02 1.31845499e-05 2.87517248e-05],[2.19536366e-01 3.72915387e-05 8.13221582e-05]
[0.03489066 0.01347528 0.951634  ],[5.93434795e-02 6.21507219e-07 2.55302445e-07],[1.67848707e-01 1.75788788e-06 7.22104361e-07]
[0.02259184 0.02389152 0.9535166 ],[6.00716342e-02 3.78738583e-07 1.07014300e-06],[1.69908239e-01 1.07123448e-06 3.02682148e-06]
[0.00489049 0.01212561 0.9829838 ],[6.19519482e-02 1.47744027e-07 1.47615020e-07],[1.75226571e-01 4.17883214e-07 4.17518326e-07]
[0.04570045 0.19986697 0.75443256],[5.24836533e-02 1.31751859e-05 1.47188625e-04],[1.48446189e-01 3.72650533e-05 4.16312300e-04]
[0.01052783 0.01325219 0.97622   ],[5.97965205e-02 1.06722028e-07 1.12040400e-07],[1.69130101e-01 3.01855478e-07 3.16898106e-07]
[0.0070896  0.5847266  0.40818378],[3.66541966e-05 2.14426167e-02 2.38630620e-03],[0.00010367 0.06064888 0.00674949]
[0.22629477 0.04084167 0.73286355],[0.0057214  0.0631845  0.00133442],[0.01618256 0.17871275 0.00377431]
[0.01490337 0.15142739 0.8336692 ],[7.18933328e-02 3.19684410e-06 7.14278953e-06],[2.03345053e-01 9.04204057e-06 2.02028597e-05]
[0.04343828 0.12626079 0.83030087],[3.07842874e-02 5.48510778e-05 1.76275988e-03],[0.08707111 0.00015514 0.00498584]
[0.04575413 0.01325825 0.9409876 ],[6.51764080e-02 4.86511598e-07 3.66033521e-07],[1.84346720e-01 1.37606260e-06 1.03529914e-06]
[0.10300878 0.03406055 0.8629306 ],[5.77220815e-02 1.14151898e-04 1.42465052e-05],[1.63262701e-01 3.22870326e-04 4.02952018e-05]
[0.17188376 0.07230361 0.75581264],[5.33672732e-02 2.50180464e-04 2.47974121e-05],[1.50945443e-01 7.07617210e-04 7.01376731e-05]
[0.24095438 0.02807617 0.7309694 ],[6.68193560e-02 6.30923800e-06 2.53235995e-05],[1.88993679e-01 1.78452199e-05 7.16259556e-05]
[0.00525411 0.0243638  0.9703821 ],[6.15392230e-02 1.67457759e-07 1.49532847e-07],[1.74059207e-01 4.73642068e-07 4.22942760e-07]
[0.0432598  0.00950481 0.94723535],[6.43607898e-02 3.69668474e-07 2.91937413e-07],[1.82039804e-01 1.04558034e-06 8.25723698e-07]
[0.20026405 0.08102235 0.7187136 ],[0.06395302 0.00055793 0.00010211],[0.18088647 0.00157806 0.00028881]
[0.03985771 0.06958631 0.89055604],[7.56089811e-02 1.02090052e-05 2.41393449e-05],[2.13854493e-01 2.88754272e-05 6.82763780e-05]
[0.01901452 0.00934002 0.9716455 ],[6.09234772e-02 1.51805795e-07 1.93245344e-07],[1.72317616e-01 4.29371628e-07 5.46580372e-07]
[0.03583392 0.01717298 0.9469931 ],[5.79158086e-02 8.05598128e-07 2.72902669e-07],[1.63810644e-01 2.27857560e-06 7.71885312e-07]
[0.01521034 0.06349508 0.92129457],[6.52106424e-02 3.88269281e-07 5.48145336e-07],[1.84443550e-01 1.09819137e-06 1.55038914e-06]
[0.07197063 0.14446333 0.78356594],[6.53623499e-02 1.35629238e-04 2.62268178e-05],[1.84872643e-01 3.83617416e-04 7.41806428e-05]
[0.37464604 0.01683243 0.6085215 ],[0.00757803 0.04555804 0.0009037 ],[0.02143392 0.12885759 0.00255606]
[0.04225078 0.15075809 0.80699116],[7.21166099e-02 4.90611925e-05 1.50152231e-05],[2.03976576e-01 1.38766008e-04 4.24694644e-05]
[0.03042083 0.01698541 0.95259374],[6.29742483e-02 3.15765527e-07 5.33787629e-07],[1.78118072e-01 8.93119782e-07 1.50977941e-06]
[0.02163789 0.01531084 0.96305126],[6.40700360e-02 3.48713416e-07 2.75141095e-07],[1.81217428e-01 9.86310485e-07 7.78216537e-07]
[0.03888539 0.17709461 0.78402   ],[5.57791685e-02 1.86749680e-05 1.70162847e-04],[1.57767313e-01 5.28207861e-05 4.81293212e-04]
[0.04783655 0.07999926 0.8721642 ],[7.92252332e-02 1.50996797e-05 8.90807523e-06],[2.24082798e-01 4.27083436e-05 2.51958416e-05]
[0.1397945  0.10793576 0.7522697 ],[8.48131320e-02 6.01205859e-05 3.64955900e-05],[2.39887763e-01 1.70046696e-04 1.03225117e-04]
[0.23661184 0.01570597 0.7476822 ],[7.48232783e-02 6.86970839e-05 2.33752141e-05],[2.11632190e-01 1.94304696e-04 6.61150897e-05]
[0.09980161 0.08727236 0.812926  ],[7.43043847e-02 1.59068703e-05 6.81192963e-06],[2.10164537e-01 4.49914233e-05 1.92670465e-05]
[0.0160278  0.00738091 0.9765912 ],[6.16011508e-02 1.42042907e-07 1.40322918e-07],[1.74234366e-01 4.01758011e-07 3.96893148e-07]
[0.00897736 0.00589406 0.98512864],[6.12740088e-02 1.37835683e-07 1.34783948e-07],[1.73309069e-01 3.89858185e-07 3.81226574e-07]
[0.02355458 0.02726711 0.9491783 ],[7.09729100e-02 1.10409400e-06 1.54469468e-06],[2.00741704e-01 3.12284943e-06 4.36905635e-06]
[0.03470943 0.01307131 0.95221925],[6.21951556e-02 2.05156147e-07 1.74643106e-07],[1.75914465e-01 5.80269212e-07 4.93965297e-07]
[0.01231197 0.01162859 0.97605956],[5.84891564e-02 1.22396952e-07 1.00278099e-07],[1.65432316e-01 3.46190860e-07 2.83629296e-07]
[0.01152596 0.00670401 0.98177   ],[6.04197509e-02 1.96111324e-07 1.46802522e-07],[1.70892862e-01 5.54686588e-07 4.15220235e-07]
[0.02369425 0.03377823 0.94252753],[6.69445652e-02 6.14240122e-07 9.79602925e-07],[1.89347824e-01 1.73733342e-06 2.77073548e-06]
[0.05115997 0.03395294 0.9148871 ],[7.32954505e-02 2.07922550e-06 1.58016480e-06],[2.07310840e-01 5.88093780e-06 4.46938099e-06]
[0.01038456 0.02892931 0.9606861 ],[6.83980093e-02 4.76173807e-07 4.98372386e-07],[1.93458785e-01 1.34682291e-06 1.40960997e-06]
[0.6582014  0.02651849 0.31528014],[0.00113593 0.08015225 0.00291949],[0.00321289 0.2267048  0.00825757]
[0.07315594 0.03710552 0.88973856],[7.60238899e-02 4.43391431e-06 3.05757827e-06],[2.15028032e-01 1.25410035e-05 8.64813731e-06]
[0.01087089 0.01796523 0.9711639 ],[6.21768171e-02 1.54867246e-07 1.57927581e-07],[1.75862596e-01 4.38030719e-07 4.46686655e-07]
[0.9590841  0.00874654 0.03216939],[2.79682086e-07 6.67995328e-07 5.99612785e-02],[7.91060398e-07 1.88937611e-06 1.69596106e-01]
[0.07485169 0.10127474 0.8238736 ],[5.20182480e-02 2.82080863e-05 3.12504886e-04],[1.47129824e-01 7.97845163e-05 8.83897295e-04]
[0.08192431 0.03438325 0.88369244],[7.21118161e-02 1.23837612e-06 1.04384440e-06],[2.03963017e-01 3.50265661e-06 2.95243781e-06]
[0.01591559 0.61197007 0.37211433],[4.45746080e-05 2.13274051e-02 2.75786466e-03],[0.00012608 0.06032301 0.00780042]
[0.01026217 0.6852091  0.30452877],[0.00024827 0.01024343 0.01879945],[0.00070222 0.0289728  0.05317288]
[0.16647078 0.10781297 0.7257163 ],[5.89308307e-02 5.62552060e-04 7.95205629e-05],[0.16668156 0.00159114 0.00022492]
[0.02043582 0.10460421 0.87496   ],[5.41139056e-02 2.09385169e-06 1.95640696e-05],[1.53057239e-01 5.92230690e-06 5.53355450e-05]
[0.15614353 0.01246068 0.8313957 ],[2.11626863e-02 2.68154096e-03 4.22516424e-05],[0.05985712 0.00758454 0.00011951]
[0.04346507 0.0409595  0.9155754 ],[7.26476011e-02 1.04864901e-06 9.85938769e-07],[2.05478445e-01 2.96602732e-06 2.78865596e-06]
